route_id,service_id,trip_id,shape_id,trip_headsign,direction_id
"60-116-d12-1","y102u","21454.y102u.60-116-d12-1.61.O","60-116-d12-1.61.O","Sussex Road - Church of Our Lady of Good Council","0"
"60-116-d12-1","y102u","21458.y102u.60-116-d12-1.62.I","60-116-d12-1.62.I","Church of Our Lady of Good Council - Parnell Square North","1"
"60-118-d12-1","y102u","21531.y102u.60-118-d12-1.63.I","60-118-d12-1.63.I","Enniskerry Road (Ballycorus Rd) - Eden Quay","1"
"60-11-b12-1","2","14702.2.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","2","14703.2.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","2","14704.2.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","2","14705.2.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","2","14706.2.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","2","14707.2.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","2","14708.2.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","2","14709.2.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","2","14710.2.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","2","14711.2.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","2","14712.2.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","2","14713.2.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","2","14714.2.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","2","14715.2.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","2","14716.2.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","2","14717.2.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","2","14718.2.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","2","14719.2.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","2","14720.2.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","2","14721.2.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","2","14722.2.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","2","14723.2.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","2","14724.2.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","2","14725.2.60-11-b12-1.14.O","60-11-b12-1.14.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","2","14726.2.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","2","14727.2.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","2","14728.2.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","2","14729.2.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","2","14730.2.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","2","14731.2.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","2","14732.2.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","2","14733.2.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","2","14734.2.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","2","14735.2.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","2","14736.2.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","2","14737.2.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","2","14738.2.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","2","14739.2.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","2","14740.2.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","2","14741.2.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","2","14742.2.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","2","14743.2.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","2","14744.2.60-11-b12-1.17.I","60-11-b12-1.17.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","2","14745.2.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","2","14746.2.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","2","14747.2.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","2","14748.2.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","2","14749.2.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","2","14750.2.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","2","14751.2.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","2","14752.2.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","2","14753.2.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","2","14754.2.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","2","14755.2.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","2","14756.2.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","2","14757.2.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","2","14758.2.60-11-b12-1.17.I","60-11-b12-1.17.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3273.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3274.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3275.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3276.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3277.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3278.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3279.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3280.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3281.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3282.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3283.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3284.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3285.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3286.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3287.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3288.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3289.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3290.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3291.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3292.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3293.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3294.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3295.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3296.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3297.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3298.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3299.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3300.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3301.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3302.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3303.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3304.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3305.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3306.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3307.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3308.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3309.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3310.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3311.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3312.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3313.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3314.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3315.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3316.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3317.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3318.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3319.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3320.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3321.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3322.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3323.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3324.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3325.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3326.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3327.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3328.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3342.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3343.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3344.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3345.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3346.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3347.1.60-11-b12-1.14.O","60-11-b12-1.14.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3348.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3349.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3350.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3351.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3352.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3357.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3358.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3359.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3360.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3361.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3362.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3363.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3364.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3365.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3366.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3367.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3368.1.60-11-b12-1.17.I","60-11-b12-1.17.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3369.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3370.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3371.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3372.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3373.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","1","3465.1.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","1","3466.1.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","3","9474.3.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","3","9475.3.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","3","9476.3.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","3","9477.3.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","3","9478.3.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","3","9479.3.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","3","9480.3.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","3","9481.3.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","3","9482.3.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","3","9483.3.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","3","9484.3.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","3","9485.3.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","3","9486.3.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","3","9487.3.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","3","9488.3.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","3","9489.3.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","3","9490.3.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","3","9491.3.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","3","9492.3.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","3","9493.3.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","3","9494.3.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","3","9495.3.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","3","9496.3.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","3","9497.3.60-11-b12-1.14.O","60-11-b12-1.14.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","3","9498.3.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","3","9499.3.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","3","9500.3.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","3","9501.3.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","3","9502.3.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","3","9503.3.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","3","9504.3.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","3","9505.3.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","3","9506.3.60-11-b12-1.17.I","60-11-b12-1.17.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","3","9507.3.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","3","9508.3.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","3","9509.3.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","3","9510.3.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","3","9511.3.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","3","9512.3.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","3","9513.3.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","3","9514.3.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","3","9515.3.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","3","9516.3.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","3","9517.3.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","3","9518.3.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","3","9519.3.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","3","9520.3.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
"60-11-b12-1","3","9521.3.60-11-b12-1.16.I","60-11-b12-1.16.I","Blackthorn Road - Saint Pappin's Road","1"
"60-11-b12-1","3","9522.3.60-11-b12-1.15.O","60-11-b12-1.15.O","Saint Pappin's Road - Blackthorn Drive (Blackthorn Road)","0"
