route_id,service_id,trip_id,shape_id,trip_headsign,direction_id
"60-145-d12-1","y102u","17479.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","17480.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","17481.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","17482.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","17483.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","17484.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","17485.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","17486.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","17487.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","17488.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","17489.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","17490.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","17491.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","17492.y102u.60-145-d12-1.390.I","60-145-d12-1.390.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","17493.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","17494.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","17495.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","17496.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","17497.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","17498.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","17499.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","17500.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","17501.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","17502.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18233.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18234.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18235.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18236.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18237.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18238.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18239.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18240.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18241.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18242.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18243.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18244.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18245.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18246.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18247.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18248.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18249.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18250.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18251.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18252.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18253.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18254.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18255.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18256.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18257.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18258.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18259.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18260.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18261.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18262.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18263.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18264.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18265.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18266.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18267.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18268.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18269.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18270.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18271.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18272.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18273.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18274.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18275.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18276.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18277.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18278.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18279.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18280.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18281.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18282.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18283.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18284.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18285.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18286.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18287.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18288.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18289.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18290.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18291.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18292.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18293.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18294.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18295.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18296.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18297.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18298.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18299.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18300.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18301.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18302.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18303.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18304.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18305.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18306.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18307.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18308.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18309.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18310.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18311.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18312.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18345.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18346.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18347.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18348.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18349.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18350.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18351.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18352.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18353.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","18354.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","18355.y102u.60-145-d12-1.390.I","60-145-d12-1.390.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","21358.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","21359.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","21360.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","21439.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","21469.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","21470.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","21471.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102u","21472.y102u.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102u","21473.y102u.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8205.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8206.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8207.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8208.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8209.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8210.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8211.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8212.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8213.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8214.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8215.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8216.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8217.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8218.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8219.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8220.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8221.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8222.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8223.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8224.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8225.y102w.60-145-d12-1.390.I","60-145-d12-1.390.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8226.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8227.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8228.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8229.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8230.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8231.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8232.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8233.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8234.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8235.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8966.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8967.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8968.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8969.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8970.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8971.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8972.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8973.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8974.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8975.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8976.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8977.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8978.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8979.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8980.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8981.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8982.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8983.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8984.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8985.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8986.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8987.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8988.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8989.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8990.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8991.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8992.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8993.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8994.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
"60-145-d12-1","y102w","8995.y102w.60-145-d12-1.387.O","60-145-d12-1.387.O","Outside Heuston Train Station - Kilmacanogue","0"
"60-145-d12-1","y102w","8996.y102w.60-145-d12-1.389.I","60-145-d12-1.389.I","Kilmacanogue (Esso Garage) - Outside Heuston Train Station","1"
