,datetime,rain,temp,pressure,humidity,wind_speed,wind_dir,sun,visibility,cloud_height,cloud_cover
245448,2018-01-01 00:00:00,0.0,4.5,6.8,6,23,240,0.0,16000,168,7
245449,2018-01-01 01:00:00,0.0,4.4,7.0,7,25,240,0.0,20000,250,5
245450,2018-01-01 02:00:00,0.0,4.6,7.0,7,23,240,0.0,20000,999,3
245451,2018-01-01 03:00:00,0.0,4.6,7.1,7,24,240,0.0,30000,999,4
245452,2018-01-01 04:00:00,0.0,5.1,7.2,7,21,240,0.0,25000,999,4
245453,2018-01-01 05:00:00,0.0,5.0,6.9,6,21,240,0.0,25000,230,6
245454,2018-01-01 06:00:00,0.0,4.8,7.1,7,15,230,0.0,30000,180,7
245455,2018-01-01 07:00:00,0.0,4.3,7.1,7,12,230,0.0,30000,160,7
245456,2018-01-01 08:00:00,0.0,4.0,7.0,7,12,230,0.0,30000,170,7
245457,2018-01-01 09:00:00,0.0,4.6,7.1,7,14,240,0.2,30000,999,3
245458,2018-01-01 10:00:00,0.0,5.3,7.2,7,17,240,0.9,30000,200,4
245459,2018-01-01 11:00:00,0.0,6.3,7.7,7,22,250,0.5,30000,200,4
245460,2018-01-01 12:00:00,0.0,7.1,7.6,7,26,260,0.3,30000,24,6
245461,2018-01-01 13:00:00,0.4,6.5,8.1,8,25,280,0.0,7000,18,7
245462,2018-01-01 14:00:00,0.1,6.2,7.8,7,25,280,0.6,30000,30,4
245463,2018-01-01 15:00:00,0.1,6.2,8.2,8,22,280,0.0,30000,20,5
245464,2018-01-01 16:00:00,0.0,6.1,7.6,7,21,280,0.2,30000,20,5
245465,2018-01-01 17:00:00,0.0,5.4,7.3,7,18,280,0.0,30000,999,2
245466,2018-01-01 18:00:00,0.0,5.1,7.4,7,14,280,0.0,30000,999,2
245467,2018-01-01 19:00:00,0.0,5.3,7.5,7,14,270,0.0,30000,999,3
245468,2018-01-01 20:00:00,0.0,4.7,6.8,6,16,270,0.0,30000,999,3
245469,2018-01-01 21:00:00,0.0,4.2,6.6,6,16,260,0.0,30000,999,3
245470,2018-01-01 22:00:00,0.0,3.4,6.2,6,16,260,0.0,30000,999,3
245471,2018-01-01 23:00:00,0.0,3.4,6.3,6,14,260,0.0,30000,999,3
245472,2018-01-02 00:00:00,0.0,3.7,6.2,6,12,240,0.0,30000,999,3
245473,2018-01-02 01:00:00,0.0,4.1,6.0,6,11,240,0.0,30000,150,6
245474,2018-01-02 02:00:00,0.0,4.3,6.3,6,9,240,0.0,30000,130,6
245475,2018-01-02 03:00:00,0.0,3.7,6.4,6,6,200,0.0,30000,120,6
245476,2018-01-02 04:00:00,0.0,4.2,6.2,6,5,170,0.0,30000,110,6
245477,2018-01-02 05:00:00,0.0,5.3,6.4,6,9,150,0.0,30000,70,7
245478,2018-01-02 06:00:00,0.3,5.0,7.2,7,8,150,0.0,20000,50,7
245479,2018-01-02 07:00:00,1.9,5.6,8.2,8,9,160,0.0,15000,32,7
245480,2018-01-02 08:00:00,0.3,6.8,8.9,8,11,150,0.0,20000,35,7
245481,2018-01-02 09:00:00,0.6,8.6,10.1,10,13,210,0.0,7000,20,8
245482,2018-01-02 10:00:00,0.0,8.8,9.9,9,20,230,0.2,25000,34,4
245483,2018-01-02 11:00:00,0.0,9.3,10.0,10,20,240,0.2,20000,50,6
245484,2018-01-02 12:00:00,0.0,9.7,9.5,9,21,250,0.4,17000,22,6
245485,2018-01-02 13:00:00,0.0,9.8,9.4,9,22,240,0.0,17000,22,6
245486,2018-01-02 14:00:00,0.0,9.4,9.4,9,19,240,0.0,17000,45,8
245487,2018-01-02 15:00:00,0.4,8.6,9.6,9,17,230,0.0,10000,50,8
245488,2018-01-02 16:00:00,1.5,7.9,9.7,9,13,220,0.0,10000,50,8
245489,2018-01-02 17:00:00,0.8,8.0,9.5,9,13,190,0.0,15000,45,8
245490,2018-01-02 18:00:00,0.4,9.3,10.3,10,11,150,0.0,20000,20,8
245491,2018-01-02 19:00:00,0.1,10.6,10.5,10,22,220,0.0,30000,40,7
245492,2018-01-02 20:00:00,0.2,8.9,8.2,8,34,250,0.0,35000,999,3
245493,2018-01-02 21:00:00,0.0,8.3,7.8,7,33,260,0.0,35000,40,7
245494,2018-01-02 22:00:00,0.7,6.8,7.7,7,33,260,0.0,25000,110,7
245495,2018-01-02 23:00:00,1.2,5.4,7.8,7,27,260,0.0,6000,40,7
245496,2018-01-03 00:00:00,0.0,5.2,7.4,7,23,250,0.0,20000,50,7
245497,2018-01-03 01:00:00,0.1,5.1,7.0,7,23,250,0.0,20000,35,5
245498,2018-01-03 02:00:00,0.0,5.2,7.4,7,25,250,0.0,20000,35,5
245499,2018-01-03 03:00:00,0.2,5.3,7.6,7,26,250,0.0,15000,35,6
245500,2018-01-03 04:00:00,0.4,4.9,7.4,7,29,260,0.0,20000,35,6
245501,2018-01-03 05:00:00,0.0,5.1,7.2,7,25,260,0.0,20000,999,3
245502,2018-01-03 06:00:00,0.0,5.8,8.1,8,21,250,0.0,20000,40,6
245503,2018-01-03 07:00:00,0.1,6.3,7.7,7,25,250,0.0,20000,40,4
245504,2018-01-03 08:00:00,0.0,6.8,7.8,7,30,260,0.0,30000,45,7
245505,2018-01-03 09:00:00,0.2,6.7,7.8,7,24,250,0.1,25000,999,1
245506,2018-01-03 10:00:00,0.0,6.5,7.5,7,24,250,0.5,25000,999,1
245507,2018-01-03 11:00:00,0.0,6.8,7.8,7,25,250,0.3,20000,45,7
245508,2018-01-03 12:00:00,0.0,7.0,8.3,8,23,250,0.0,15000,45,7
245509,2018-01-03 13:00:00,0.0,7.9,8.1,8,24,250,0.0,15000,50,6
245510,2018-01-03 14:00:00,0.2,8.0,8.2,8,23,250,0.0,15000,45,5
245511,2018-01-03 15:00:00,0.0,7.7,8.3,8,26,250,0.0,15000,22,7
245512,2018-01-03 16:00:00,0.0,7.8,8.2,8,27,250,0.0,15000,45,7
245513,2018-01-03 17:00:00,0.0,7.9,8.3,8,25,250,0.0,15000,22,7
245514,2018-01-03 18:00:00,0.0,7.6,8.1,8,25,250,0.0,15000,22,7
245515,2018-01-03 19:00:00,0.1,7.0,8.0,8,25,250,0.0,15000,60,6
245516,2018-01-03 20:00:00,0.0,6.7,8.1,8,22,260,0.0,15000,999,3
245517,2018-01-03 21:00:00,0.0,6.9,7.8,7,22,250,0.0,15000,999,3
245518,2018-01-03 22:00:00,0.0,6.2,7.5,7,21,250,0.0,15000,999,3
245519,2018-01-03 23:00:00,0.0,6.0,7.5,7,17,240,0.0,15000,999,3
245520,2018-01-04 00:00:00,0.0,6.1,7.8,7,13,230,0.0,15000,200,6
245521,2018-01-04 01:00:00,0.0,6.5,7.8,7,12,230,0.0,15000,90,7
245522,2018-01-04 02:00:00,0.0,5.5,7.5,7,10,230,0.0,12000,50,7
245523,2018-01-04 03:00:00,2.0,4.2,7.7,7,8,180,0.0,8000,23,7
245524,2018-01-04 04:00:00,4.2,3.8,7.5,7,5,180,0.0,8000,16,8
245525,2018-01-04 05:00:00,1.1,3.9,7.9,7,12,140,0.0,5000,12,8
245526,2018-01-04 06:00:00,1.7,4.7,8.4,8,17,140,0.0,6000,6,8
245527,2018-01-04 07:00:00,1.1,5.6,8.5,8,17,150,0.0,18000,8,8
245528,2018-01-04 08:00:00,0.0,6.3,9.1,9,10,160,0.0,18000,18,7
245529,2018-01-04 09:00:00,0.2,9.1,10.1,10,10,240,0.0,8000,50,7
245530,2018-01-04 10:00:00,0.2,9.0,10.2,10,14,240,0.0,15000,50,7
245531,2018-01-04 11:00:00,0.2,4.9,7.3,7,26,250,0.3,50000,15,7
245532,2018-01-04 12:00:00,0.0,4.5,7.2,7,29,290,0.5,50000,16,5
245533,2018-01-04 13:00:00,0.0,5.5,7.8,7,24,280,0.0,30000,15,7
245534,2018-01-04 14:00:00,0.0,6.4,7.6,7,25,280,0.2,35000,21,6
245535,2018-01-04 15:00:00,0.0,6.2,7.5,7,23,270,0.3,35000,999,3
245536,2018-01-04 16:00:00,0.0,5.7,7.3,7,19,270,0.0,40000,999,3
245537,2018-01-04 17:00:00,0.0,5.3,7.2,7,15,250,0.0,35000,190,5
245538,2018-01-04 18:00:00,0.0,5.1,7.4,7,15,250,0.0,35000,180,7
245539,2018-01-04 19:00:00,0.0,4.3,7.1,7,16,260,0.0,35000,180,5
245540,2018-01-04 20:00:00,0.0,4.3,7.2,7,9,220,0.0,30000,150,6
245541,2018-01-04 21:00:00,0.0,4.6,7.2,7,10,230,0.0,25000,150,5
245542,2018-01-04 22:00:00,0.0,4.6,7.1,7,9,240,0.0,20000,150,7
245543,2018-01-04 23:00:00,0.0,4.4,7.1,7,8,220,0.0,20000,140,7
245544,2018-01-05 00:00:00,0.0,3.8,6.9,6,7,220,0.0,20000,140,7
245545,2018-01-05 01:00:00,0.0,3.6,6.8,6,5,230,0.0,20000,120,7
245546,2018-01-05 02:00:00,0.0,3.7,6.9,6,5,260,0.0,20000,100,7
245547,2018-01-05 03:00:00,0.0,3.5,6.9,6,8,260,0.0,20000,100,7
245548,2018-01-05 04:00:00,0.0,2.4,6.7,6,7,270,0.0,25000,100,6
245549,2018-01-05 05:00:00,0.0,2.2,6.6,6,6,280,0.0,30000,250,6
245550,2018-01-05 06:00:00,0.0,1.7,6.4,6,7,260,0.0,30000,250,4
245551,2018-01-05 07:00:00,0.0,1.8,6.6,6,8,270,0.0,30000,999,4
245552,2018-01-05 08:00:00,0.0,1.6,6.5,6,8,260,0.0,30000,200,6
245553,2018-01-05 09:00:00,0.0,1.7,6.5,6,10,250,0.0,30000,200,6
245554,2018-01-05 10:00:00,0.0,2.7,6.6,6,8,250,0.0,25000,200,6
245555,2018-01-05 11:00:00,0.0,3.0,6.6,6,8,250,0.1,25000,200,7
245556,2018-01-05 12:00:00,0.0,4.3,7.1,7,8,240,0.5,30000,200,7
245557,2018-01-05 13:00:00,0.0,6.3,7.0,7,9,230,1.0,30000,200,6
245558,2018-01-05 14:00:00,0.0,6.2,6.9,6,9,230,0.9,30000,200,6
245559,2018-01-05 15:00:00,0.0,5.6,7.0,7,8,220,0.6,30000,200,6
245560,2018-01-05 16:00:00,0.0,5.0,6.9,6,6,200,0.2,30000,200,5
245561,2018-01-05 17:00:00,0.0,3.9,6.7,6,6,190,0.0,30000,200,5
245562,2018-01-05 18:00:00,0.0,4.0,6.8,6,6,210,0.0,30000,200,6
245563,2018-01-05 19:00:00,0.0,2.4,6.3,6,6,140,0.0,30000,200,6
245564,2018-01-05 20:00:00,0.0,2.1,5.9,5,6,140,0.0,30000,230,6
245565,2018-01-05 21:00:00,0.0,1.0,5.8,5,6,140,0.0,25000,190,5
245566,2018-01-05 22:00:00,0.0,0.1,5.9,5,4,140,0.0,25000,45,7
245567,2018-01-05 23:00:00,0.0,0.2,5.9,5,1,130,0.0,25000,45,7
245568,2018-01-06 00:00:00,0.0,0.1,5.9,5,4,100,0.0,20000,250,5
245569,2018-01-06 01:00:00,0.0,0.0,6.0,6,4,20,0.0,20000,60,6
245570,2018-01-06 02:00:00,0.0,0.8,6.2,6,7,40,0.0,20000,200,6
245571,2018-01-06 03:00:00,0.1,3.2,7.1,7,9,60,0.0,25000,200,5
245572,2018-01-06 04:00:00,0.0,4.2,7.2,7,11,50,0.0,25000,45,7
245573,2018-01-06 05:00:00,0.0,5.3,7.2,7,13,60,0.0,25000,45,7
245574,2018-01-06 06:00:00,0.0,5.5,7.1,7,14,50,0.0,25000,50,7
245575,2018-01-06 07:00:00,0.0,5.4,7.0,7,15,50,0.0,25000,60,7
245576,2018-01-06 08:00:00,0.0,5.3,6.7,6,17,50,0.0,30000,50,7
245577,2018-01-06 09:00:00,0.0,5.2,6.6,6,18,50,0.0,30000,50,7
245578,2018-01-06 10:00:00,0.0,5.5,6.7,6,17,50,0.1,30000,26,7
245579,2018-01-06 11:00:00,0.0,5.7,6.8,6,18,60,0.0,30000,26,7
245580,2018-01-06 12:00:00,0.0,5.8,6.6,6,19,60,0.2,30000,26,7
245581,2018-01-06 13:00:00,0.0,6.0,6.7,6,20,50,0.9,30000,999,3
245582,2018-01-06 14:00:00,0.0,5.0,5.8,5,19,50,0.6,30000,999,4
245583,2018-01-06 15:00:00,0.0,5.1,6.0,6,21,50,0.6,30000,43,6
245584,2018-01-06 16:00:00,0.0,5.1,5.8,5,17,50,0.0,30000,44,6
245585,2018-01-06 17:00:00,0.0,4.4,5.8,5,15,50,0.0,30000,34,7
245586,2018-01-06 18:00:00,0.0,4.5,6.0,6,15,50,0.0,25000,43,7
245587,2018-01-06 19:00:00,0.0,4.2,6.5,6,14,60,0.0,25000,29,7
245588,2018-01-06 20:00:00,0.0,3.8,5.9,5,13,70,0.0,25000,50,6
245589,2018-01-06 21:00:00,0.0,3.7,6.1,6,13,50,0.0,25000,28,6
245590,2018-01-06 22:00:00,0.0,2.9,6.1,6,10,60,0.0,25000,999,3
245591,2018-01-06 23:00:00,0.0,3.1,6.3,6,10,60,0.0,25000,999,2
245592,2018-01-07 00:00:00,0.0,2.4,6.2,6,9,60,0.0,25000,22,7
245593,2018-01-07 01:00:00,0.0,3.3,6.4,6,9,50,0.0,25000,40,7
245594,2018-01-07 02:00:00,0.0,3.4,6.6,6,8,40,0.0,25000,45,6
245595,2018-01-07 03:00:00,0.0,2.3,6.3,6,8,50,0.0,25000,999,3
245596,2018-01-07 04:00:00,0.0,1.1,6.0,6,6,70,0.0,25000,45,4
245597,2018-01-07 05:00:00,0.0,1.6,6.0,6,7,80,0.0,25000,45,5
245598,2018-01-07 06:00:00,0.0,0.8,5.7,5,7,80,0.0,25000,42,5
245599,2018-01-07 07:00:00,0.0,3.6,6.2,6,9,80,0.0,25000,42,6
245600,2018-01-07 08:00:00,0.0,4.4,5.7,5,10,80,0.0,25000,45,7
245601,2018-01-07 09:00:00,0.0,4.6,5.9,5,10,90,0.0,25000,45,7
245602,2018-01-07 10:00:00,0.0,4.8,5.9,5,10,90,0.1,30000,45,6
245603,2018-01-07 11:00:00,0.0,4.4,6.2,6,11,100,0.3,30000,42,6
245604,2018-01-07 12:00:00,0.0,5.9,5.7,5,13,100,0.5,50000,40,5
245605,2018-01-07 13:00:00,0.0,5.3,5.9,5,13,100,0.1,50000,40,5
245606,2018-01-07 14:00:00,0.0,5.5,5.6,5,14,110,0.7,60000,31,5
245607,2018-01-07 15:00:00,0.0,4.8,5.6,5,12,110,1.0,60000,250,5
245608,2018-01-07 16:00:00,0.0,3.8,5.6,5,11,90,0.5,50000,250,5
245609,2018-01-07 17:00:00,0.0,2.5,5.1,5,11,100,0.0,50000,250,5
245610,2018-01-07 18:00:00,0.0,2.2,5.2,5,11,90,0.0,40000,250,5
245611,2018-01-07 19:00:00,0.0,1.2,5.1,5,10,100,0.0,30000,250,5
245612,2018-01-07 20:00:00,0.0,2.1,4.8,4,9,110,0.0,30000,250,5
245613,2018-01-07 21:00:00,0.0,1.5,4.5,4,9,100,0.0,30000,250,5
245614,2018-01-07 22:00:00,0.0,1.1,4.7,4,10,110,0.0,30000,999,3
245615,2018-01-07 23:00:00,0.0,1.9,4.7,4,10,100,0.0,30000,999,3
245616,2018-01-08 00:00:00,0.0,0.1,4.7,4,9,100,0.0,30000,999,3
245617,2018-01-08 01:00:00,0.0,-0.9,4.4,4,9,100,0.0,30000,999,3
245618,2018-01-08 02:00:00,0.0,-2.0,4.3,4,9,100,0.0,30000,999,3
245619,2018-01-08 03:00:00,0.0,-1.8,4.4,4,10,100,0.0,30000,999,3
245620,2018-01-08 04:00:00,0.0,0.0,4.4,4,9,100,0.0,30000,999,3
245621,2018-01-08 05:00:00,0.0,-1.8,4.2,4,9,100,0.0,30000,999,3
245622,2018-01-08 06:00:00,0.0,-1.7,4.4,4,7,90,0.0,30000,999,3
245623,2018-01-08 07:00:00,0.0,-1.5,4.3,4,6,90,0.0,30000,999,3
245624,2018-01-08 08:00:00,0.0,-1.6,4.1,4,7,100,0.0,30000,999,0
245625,2018-01-08 09:00:00,0.0,-1.2,4.3,4,7,90,0.5,50000,999,3
245626,2018-01-08 10:00:00,0.0,1.2,5.0,5,8,100,1.0,50000,999,3
245627,2018-01-08 11:00:00,0.0,5.0,4.7,4,10,100,1.0,50000,999,2
245628,2018-01-08 12:00:00,0.0,5.4,5.1,5,12,130,1.0,50000,999,1
245629,2018-01-08 13:00:00,0.0,4.8,5.7,5,13,140,0.6,50000,999,3
245630,2018-01-08 14:00:00,0.0,4.5,6.2,6,12,130,0.0,50000,999,3
245631,2018-01-08 15:00:00,0.0,4.0,6.1,6,14,140,0.0,50000,22,5
245632,2018-01-08 16:00:00,0.0,3.7,6.1,6,11,160,0.0,50000,18,5
245633,2018-01-08 17:00:00,0.0,3.5,6.4,6,10,150,0.0,50000,18,7
245634,2018-01-08 18:00:00,0.0,3.5,6.6,6,13,140,0.0,20000,13,7
245635,2018-01-08 19:00:00,0.0,3.8,6.8,6,15,140,0.0,20000,12,8
245636,2018-01-08 20:00:00,0.0,4.0,6.8,6,14,140,0.0,20000,12,8
245637,2018-01-08 21:00:00,0.0,4.0,6.9,6,15,140,0.0,20000,10,8
245638,2018-01-08 22:00:00,0.0,4.0,7.2,7,17,140,0.0,20000,8,8
245639,2018-01-08 23:00:00,0.0,3.9,7.3,7,18,140,0.0,20000,7,8
245640,2018-01-09 00:00:00,0.0,4.1,7.4,7,14,150,0.0,20000,8,7
245641,2018-01-09 01:00:00,0.0,4.1,7.2,7,13,150,0.0,20000,8,7
245642,2018-01-09 02:00:00,0.0,3.7,7.3,7,14,160,0.0,16000,7,7
245643,2018-01-09 03:00:00,0.0,3.8,7.3,7,14,160,0.0,16000,7,7
245644,2018-01-09 04:00:00,0.0,4.0,7.7,7,14,150,0.0,8000,5,7
245645,2018-01-09 05:00:00,0.0,4.3,8.0,8,14,160,0.0,6000,4,7
245646,2018-01-09 06:00:00,0.0,4.7,8.0,8,14,160,0.0,6000,5,7
245647,2018-01-09 07:00:00,0.0,4.7,8.0,8,16,160,0.0,6000,6,7
245648,2018-01-09 08:00:00,0.0,4.7,8.1,8,24,140,0.0,8000,6,7
245649,2018-01-09 09:00:00,0.0,4.9,8.2,8,20,140,0.0,5000,5,8
245650,2018-01-09 10:00:00,0.0,4.9,8.2,8,18,140,0.0,5000,5,8
245651,2018-01-09 11:00:00,0.1,4.9,8.4,8,20,140,0.0,5000,5,8
245652,2018-01-09 12:00:00,0.2,5.2,8.7,8,20,140,0.0,3200,5,8
245653,2018-01-09 13:00:00,0.1,5.9,8.9,8,18,140,0.0,6000,5,8
245654,2018-01-09 14:00:00,0.1,6.2,9.0,9,16,140,0.0,6000,5,8
245655,2018-01-09 15:00:00,0.1,6.6,9.2,9,17,140,0.0,6000,4,8
245656,2018-01-09 16:00:00,0.1,6.9,9.5,9,20,140,0.0,5000,6,8
245657,2018-01-09 17:00:00,0.1,7.1,9.5,9,23,150,0.0,8000,7,8
245658,2018-01-09 18:00:00,0.1,7.5,9.8,9,21,140,0.0,5000,7,8
245659,2018-01-09 19:00:00,1.1,7.7,10.1,10,19,150,0.0,4200,7,8
245660,2018-01-09 20:00:00,0.1,7.8,9.5,9,9,160,0.0,20000,42,7
245661,2018-01-09 21:00:00,0.0,7.0,9.1,9,10,240,0.0,20000,38,7
245662,2018-01-09 22:00:00,0.0,5.9,8.6,8,7,220,0.0,30000,170,6
245663,2018-01-09 23:00:00,0.0,5.9,8.6,8,7,240,0.0,30000,34,7
245664,2018-01-10 00:00:00,0.0,5.5,8.3,8,8,220,0.0,30000,250,7
245665,2018-01-10 01:00:00,0.0,4.9,8.1,8,8,240,0.0,30000,999,4
245666,2018-01-10 02:00:00,0.0,4.7,7.8,7,7,250,0.0,30000,999,3
245667,2018-01-10 03:00:00,0.0,4.3,7.8,7,6,250,0.0,30000,999,3
245668,2018-01-10 04:00:00,0.0,5.3,7.9,7,5,250,0.0,30000,46,6
245669,2018-01-10 05:00:00,0.0,5.0,7.9,7,6,240,0.0,30000,46,7
245670,2018-01-10 06:00:00,0.0,4.7,7.7,7,8,250,0.0,30000,32,6
245671,2018-01-10 07:00:00,0.0,4.2,7.6,7,7,250,0.0,30000,999,2
245672,2018-01-10 08:00:00,0.0,2.2,6.5,6,4,250,0.0,40000,999,1
245673,2018-01-10 09:00:00,0.0,0.2,5.9,5,1,40,0.4,40000,999,1
245674,2018-01-10 10:00:00,0.0,0.9,6.5,6,3,40,1.0,15000,999,1
245675,2018-01-10 11:00:00,0.0,4.8,8.2,8,3,60,1.0,40000,999,1
245676,2018-01-10 12:00:00,0.0,6.9,8.5,8,4,140,1.0,40000,999,1
245677,2018-01-10 13:00:00,0.0,5.7,8.3,8,5,110,0.1,40000,999,3
245678,2018-01-10 14:00:00,0.0,6.1,8.7,8,6,70,0.4,40000,200,6
245679,2018-01-10 15:00:00,0.0,4.8,8.3,8,8,60,0.0,200,2,7
245680,2018-01-10 16:00:00,0.0,4.2,8.1,8,6,60,0.0,200,2,8
245681,2018-01-10 17:00:00,0.0,4.3,8.3,8,7,40,0.0,200,1,8
245682,2018-01-10 18:00:00,0.0,4.4,8.4,8,8,40,0.0,300,2,8
245683,2018-01-10 19:00:00,0.0,3.7,8.0,8,7,30,0.0,400,2,8
245684,2018-01-10 20:00:00,0.0,4.6,8.5,8,5,350,0.0,500,2,8
245685,2018-01-10 21:00:00,0.0,4.9,8.7,8,6,10,0.0,8000,12,7
245686,2018-01-10 22:00:00,0.0,5.0,8.7,8,10,20,0.0,500,1,8
245687,2018-01-10 23:00:00,0.0,4.5,8.4,8,9,20,0.0,700,1,8
245688,2018-01-11 00:00:00,0.0,4.0,8.1,8,8,30,0.0,2000,1,7
245689,2018-01-11 01:00:00,0.0,3.6,7.9,7,8,20,0.0,4000,1,7
245690,2018-01-11 02:00:00,0.0,3.2,7.5,7,6,360,0.0,5000,3,7
245691,2018-01-11 03:00:00,0.0,1.0,6.6,6,5,320,0.0,1500,3,7
245692,2018-01-11 04:00:00,0.0,2.0,6.9,6,6,330,0.0,7000,14,7
245693,2018-01-11 05:00:00,0.0,1.9,6.9,6,5,10,0.0,12000,170,7
245694,2018-01-11 06:00:00,0.0,1.5,6.8,6,6,30,0.0,16000,120,7
245695,2018-01-11 07:00:00,0.0,1.0,6.6,6,6,320,0.0,17000,22,7
245696,2018-01-11 08:00:00,0.0,0.8,6.5,6,5,330,0.0,17000,20,7
245697,2018-01-11 09:00:00,0.0,0.2,6.1,6,5,280,0.2,8000,999,4
245698,2018-01-11 10:00:00,0.0,0.7,6.3,6,6,270,0.3,8000,20,5
245699,2018-01-11 11:00:00,0.0,2.0,6.9,6,6,270,0.4,9000,20,7
245700,2018-01-11 12:00:00,0.0,3.6,7.8,7,6,280,0.9,9000,20,5
245701,2018-01-11 13:00:00,0.0,3.8,7.7,7,7,280,0.5,8000,15,5
245702,2018-01-11 14:00:00,0.0,4.4,7.8,7,6,280,0.3,9000,15,6
245703,2018-01-11 15:00:00,0.0,4.2,7.6,7,4,300,1.0,9000,999,2
245704,2018-01-11 16:00:00,0.0,2.7,7.3,7,3,290,0.5,200,999,3
245705,2018-01-11 17:00:00,0.0,1.7,6.8,6,3,240,0.0,100,1,5
245706,2018-01-11 18:00:00,0.0,-0.3,5.9,5,3,240,0.0,900,1,4
245707,2018-01-11 19:00:00,0.0,-1.3,5.4,5,1,330,0.0,5000,999,2
245708,2018-01-11 20:00:00,0.0,-2.1,5.1,5,2,320,0.0,4000,999,2
245709,2018-01-11 21:00:00,0.0,-2.7,4.9,4,5,120,0.0,4000,999,2
245710,2018-01-11 22:00:00,0.0,1.4,6.8,6,5,140,0.0,7000,16,6
245711,2018-01-11 23:00:00,0.0,3.1,7.1,7,6,150,0.0,14000,999,3
245712,2018-01-12 00:00:00,0.0,3.0,7.0,7,7,150,0.0,20000,20,7
245713,2018-01-12 01:00:00,0.0,3.8,7.5,7,7,150,0.0,20000,999,2
245714,2018-01-12 02:00:00,0.0,4.4,7.7,7,8,150,0.0,20000,999,2
245715,2018-01-12 03:00:00,0.0,4.9,7.7,7,12,140,0.0,25000,999,3
245716,2018-01-12 04:00:00,0.0,5.1,7.5,7,13,140,0.0,25000,15,6
245717,2018-01-12 05:00:00,0.0,4.8,7.2,7,14,150,0.0,25000,240,5
245718,2018-01-12 06:00:00,0.0,4.9,7.0,7,13,140,0.0,25000,240,5
245719,2018-01-12 07:00:00,0.0,4.6,7.1,7,13,150,0.0,25000,240,5
245720,2018-01-12 08:00:00,0.0,5.3,7.2,7,15,150,0.0,25000,220,6
245721,2018-01-12 09:00:00,0.0,5.8,7.2,7,12,170,0.0,30000,200,6
245722,2018-01-12 10:00:00,0.0,6.6,7.7,7,13,160,0.0,30000,18,6
245723,2018-01-12 11:00:00,0.0,7.6,8.1,8,14,150,0.5,30000,200,7
245724,2018-01-12 12:00:00,0.0,7.8,7.6,7,18,160,0.0,30000,200,7
245725,2018-01-12 13:00:00,0.0,8.2,7.7,7,17,160,0.3,30000,200,7
245726,2018-01-12 14:00:00,0.0,7.6,8.1,8,17,160,0.0,30000,20,7
245727,2018-01-12 15:00:00,0.0,7.6,8.5,8,16,150,0.0,25000,20,7
245728,2018-01-12 16:00:00,0.0,7.6,8.6,8,17,160,0.0,25000,20,7
245729,2018-01-12 17:00:00,0.0,7.7,8.4,8,14,150,0.0,20000,14,7
245730,2018-01-12 18:00:00,0.0,7.7,8.6,8,15,160,0.0,20000,22,7
245731,2018-01-12 19:00:00,0.0,7.5,9.2,9,20,150,0.0,16000,12,7
245732,2018-01-12 20:00:00,0.0,7.5,9.2,9,21,150,0.0,16000,10,7
245733,2018-01-12 21:00:00,0.0,7.6,9.1,9,21,150,0.0,16000,14,7
245734,2018-01-12 22:00:00,0.0,7.7,8.9,8,20,150,0.0,17000,12,8
245735,2018-01-12 23:00:00,0.0,7.5,9.2,9,21,150,0.0,20000,13,8
245736,2018-01-13 00:00:00,0.0,7.8,8.8,8,20,160,0.0,20000,15,8
245737,2018-01-13 01:00:00,0.0,7.0,9.1,9,19,150,0.0,9000,13,8
245738,2018-01-13 02:00:00,0.1,7.1,8.9,8,20,150,0.0,20000,11,8
245739,2018-01-13 03:00:00,0.0,7.4,8.8,8,20,140,0.0,20000,12,8
245740,2018-01-13 04:00:00,0.0,7.3,8.9,8,18,150,0.0,18000,11,8
245741,2018-01-13 05:00:00,0.0,6.9,8.9,8,19,150,0.0,18000,11,8
245742,2018-01-13 06:00:00,0.0,6.8,8.9,8,20,150,0.0,20000,10,8
245743,2018-01-13 07:00:00,0.0,6.8,9.0,9,21,150,0.0,9000,9,8
245744,2018-01-13 08:00:00,0.0,6.7,9.1,9,20,140,0.0,8000,8,8
245745,2018-01-13 09:00:00,0.0,6.5,9.1,9,20,140,0.0,5000,8,8
245746,2018-01-13 10:00:00,0.0,6.7,9.2,9,21,150,0.0,6000,8,8
245747,2018-01-13 11:00:00,0.1,7.0,9.4,9,22,150,0.0,6000,8,8
245748,2018-01-13 12:00:00,0.0,7.5,9.3,9,16,150,0.0,12000,6,8
245749,2018-01-13 13:00:00,0.0,7.5,9.6,9,13,160,0.0,14000,8,7
245750,2018-01-13 14:00:00,0.0,7.7,9.6,9,14,160,0.0,14000,6,7
245751,2018-01-13 15:00:00,0.0,7.4,9.7,9,16,150,0.0,8000,6,7
245752,2018-01-13 16:00:00,0.0,7.4,9.7,9,16,150,0.0,8000,10,7
245753,2018-01-13 17:00:00,0.1,7.1,9.6,9,18,150,0.0,8000,6,7
245754,2018-01-13 18:00:00,0.1,7.4,9.8,9,15,150,0.0,10000,5,7
245755,2018-01-13 19:00:00,0.0,7.2,9.7,9,10,150,0.0,16000,40,6
245756,2018-01-13 20:00:00,0.0,6.8,9.6,9,8,150,0.0,9000,30,6
