stopid,displaystopid,shortname,shortnamelocalized,fullname,fullnamelocalized,latitude,longitude,lastupdated,operator,op_type,routes
758,758,Morehampton Road,Bóthar Morehampton,Morehampton Road,,53.32267806,-6.237663889,29/04/2020 07:44:09,bac,1,"['67X', '66X', '77X', '7B', '7D', '51X', '46A', '41X', '39A', '25X', '155', '145', '116', '84X']"
759,759,Donnybrook,Domhnach Broc,Donnybrook,,53.32034306,-6.233323889,29/04/2020 07:44:09,bac,1,"['116', '145', '155', '25X', '32X', '39A', '41X', '46A', '51X', '7D', '7B', '77X', '66X', '67X']"
760,760,Stillorgan Road,Bóthar Stigh Lorgan,Stillorgan Road,,53.31832389,-6.23055,29/04/2020 07:44:09,bac,1,"['67X', '66X', '77X', '7B', '7D', '51X', '46A', '41X', '39A', '32X', '25X', '155', '145', '116', '84X']"
761,761,Stillorgan Road,Bóthar Stigh Lorgan,Stillorgan Road,,53.31609111,-6.227471944,29/04/2020 07:44:09,bac,1,"['116', '145', '155', '25X', '32X', '39A', '46A', '51X', '7D', '7B', '77X', '66X', '67X']"
762,762,RTE,Bóthar Stigh Lorgan,RTE,,53.31451611,-6.224361944,29/04/2020 07:44:09,bac,1,"['67X', '66X', '77X', '7B', '7D', '51X', '46A', '41X', '39A', '32X', '25X', '155', '145', '116']"
763,763,Stillorgan Road,Bóthar Stigh Lorgan,Stillorgan Road,,53.31232111,-6.221138056,29/04/2020 07:44:09,bac,1,"['116', '145', '155', '25X', '32X', '27X', '39A', '41X', '46A', '47', '51X', '7D', '7B', '77X', '66X', '67X']"
767,767,UCD Campus,UCD,UCD Campus,,53.30534694,-6.216628056,29/04/2020 07:44:09,bac,1,"['46A', '39A', '39', '145']"
768,768,Stillorgan Road,Bóthar Stigh Lorgan,Stillorgan Road,,53.30946611,-6.21888,29/04/2020 07:44:09,bac,1,"['145', '155', '116', '118', '39', '39A', '27X', '32X', '25X', '46A', '46E', '47', '41X', '67X', '66X', '7B', '7D', '84X']"
769,769,Stillorgan Road,Bóthar Stigh Lorgan,Stillorgan Road,,53.31189389,-6.221316944,29/04/2020 07:44:09,bac,1,"['7D', '7B', '66X', '67X', '41X', '46E', '46A', '25X', '39A', '39', '118', '116', '155', '145']"
770,770,Stillorgan Road,Bóthar Stigh Lorgan,Stillorgan Road,,53.314675,-6.225783056,29/04/2020 07:44:09,bac,1,"['145', '155', '116', '118', '39', '25X', '32X', '46A', '46E', '41X', '39A', '67X', '66X', '7B', '7D']"
771,771,Stillorgan Road,Bóthar Stigh Lorgan,Stillorgan Road,,53.31587694,-6.227763056,29/04/2020 07:44:09,bac,1,"['7D', '7B', '66X', '67X', '41X', '46E', '46A', '25X', '39A', '39', '118', '116', '155', '145']"
772,772,Stillorgan Road,Bóthar Stigh Lorgan,Stillorgan Road,,53.31849806,-6.231315,29/04/2020 07:44:09,bac,1,"['145', '155', '116', '118', '39', '39A', '25X', '46A', '46E', '41X', '67X', '66X', '7B', '7D', '84X']"
773,773,Donnybrook Rd,Br Dhomhnach Broc,Donnybrook Rd,,53.31991194,-6.233256944,29/04/2020 07:44:09,bac,1,"['7D', '7B', '66X', '67X', '41X', '46E', '46A', '25X', '32X', '39A', '39', '118', '116', '155', '145']"
774,774,Donnybrook,Domhnach Broc,Donnybrook,,53.32160389,-6.235483889,29/04/2020 07:44:09,bac,1,"['145', '155', '116', '118', '39', '39A', '32X', '25X', '46A', '46E', '41X', '67X', '66X', '7B', '7D']"
775,775,Morehampton Road,Bóthar Morehampton,Morehampton Road,,53.32348111,-6.239063889,29/04/2020 07:44:09,bac,1,"['7D', '7B', '66X', '67X', '41X', '46E', '46A', '25X', '39A', '39', '118', '116', '155', '145', '84X']"
776,776,Morehampton Road,Bóthar Morehampton,Morehampton Road,,53.32549,-6.241803889,29/04/2020 07:44:09,bac,1,"['145', '155', '116', '118', '39', '39A', '25X', '46A', '46E', '41X', '67X', '66X', '7B', '7D']"
777,777,Morehampton Road,Bóthar Morehampton,Morehampton Road,,53.32694389,-6.243658889,29/04/2020 07:44:09,bac,1,"['7D', '7B', '66X', '67X', '41X', '46E', '46A', '25X', '39A', '39', '118', '116', '155', '145']"
779,779,Waterloo Road,Bóthar Waterloo,Waterloo Road,,53.32868861,-6.2454475,29/04/2020 07:44:09,bac,1,"['39', '39A', '25X', '67X', '66X']"
780,780,Waterloo Road,Bóthar Waterloo,Waterloo Road,,53.33106333,-6.244343889,29/04/2020 07:44:09,bac,1,"['66X', '67X', '25X', '39A', '39']"
781,781,Waterloo Road,Bóthar Waterloo,Waterloo Road,,53.33262639,-6.243664167,29/04/2020 07:44:09,bac,1,"['39', '39A', '25X', '67X', '66X']"
782,782,Baggot St,Sr Bhagóid,Baggot St,,53.33358,-6.24458,29/04/2020 07:44:09,bac,1,"['66X', '67X', '25X', '39A', '39']"
783,783,Baggot St,Sr Bhagóid,Baggot St,,53.33531194,-6.246965,29/04/2020 07:44:09,bac,1,"['39', '38D', '39A', '38B', '38', '38A', '37', '25X', '67X', '66X', '70']"
784,784,Baggot St,Sr Bhagóid,Baggot St,,53.33641389,-6.248618056,29/04/2020 07:44:09,bac,1,"['70', '66X', '67X', '25X', '37', '38A', '38', '38B', '39A', '38D', '39']"
785,785,Pembroke St,Sr Pheambróg,Pembroke St,,53.33709694,-6.251733889,29/04/2020 07:44:09,bac,1,"['39', '38D', '39A', '38B', '38', '38A', '37', '25X', '67X', '66X', '70']"
786,786,Leeson Street,Sr Líosain Íocht,Leeson Street,,53.33519806,-6.256116944,29/04/2020 07:44:09,bac,1,"['70', '66X', '67X', '7B', '7D', '46A', '46E', '41X', '25X', '32X', '37', '38A', '38', '38B', '39A', '38D', '39', '145', '155', '116', '11', '118', '84X']"
790,790,St. Stephen's Green,Faiche Stiabhna,St. Stephen's Green,,53.33939194,-6.258545,29/04/2020 07:44:09,bac,1,"['32X', '41X']"
791,791,St. Stephen's Green,Faiche Stiabhna,St. Stephen's Green,,53.339,-6.2571,29/04/2020 07:44:09,bac,1,"['67X', '66X', '32X', '25X', '84X']"
792,792,Dawson Street,Sráid Dhásain,Dawson Street,,53.34005,-6.258663889,29/04/2020 07:44:09,bac,1,"['84X', '118', '116', '155', '145', '7D', '7B', '46E', '46A']"
793,793,Dawson Street,Sráid Dhásain,Dawson Street,,53.34016389,-6.258661111,29/04/2020 07:44:09,bac,1,"['44', '61', '70', '11', '39', '38B', '39A', '38D', '38', '38A', '37']"
795,795,Berkeley Road,Bóthar Berkeley,Berkeley Road,,53.35873194,-6.269721944,29/04/2020 07:44:09,bac,1,"['38A', '38', '38D', '38B', '120', '46A']"
796,796,Berkeley Road,Bóthar Berkeley,Berkeley Road,,53.35997806,-6.269785,29/04/2020 07:44:09,bac,1,"['46A', '120', '38B', '38D', '38', '38A']"
797,797,North Circular Road,An Cuarbhóthar Tdh,North Circular Road,,53.36069889,-6.274738889,29/04/2020 07:44:09,bac,1,['46A']
798,798,North Circular Road,An Cuarbhóthar Tdh,North Circular Road,,53.35942611,-6.279576111,29/04/2020 07:44:09,bac,1,['46A']
799,799,North Circular Road,An Cuarbhóthar Tdh,North Circular Road,,53.35881806,-6.281753056,29/04/2020 07:44:09,bac,1,['46A']
800,800,North Circular Road,An Cuarbhóthar Tdh,North Circular Road,,53.35805694,-6.284538056,29/04/2020 07:44:09,bac,1,['46A']
801,801,North Circular Road,An Cuarbhóthar Tdh,North Circular Road,,53.35738806,-6.287715,29/04/2020 07:44:09,bac,1,['46A']
802,802,North Circular Road,An Cuarbhóthar Tdh,North Circular Road,,53.35649611,-6.291263889,29/04/2020 07:44:09,bac,1,"['46A', '37']"
803,803,North Circular Road,An Cuarbhóthar Tdh,North Circular Road,,53.354735,-6.29398,29/04/2020 07:44:09,bac,1,['46A']
804,804,North Circular Road,An Cuarbhóthar Tdh,North Circular Road,,53.35369389,-6.295643889,29/04/2020 07:44:09,bac,1,['46A']
807,807,Infirmary Rd,Br na hOtharlainne,Infirmary Rd,,53.3517,-6.2977,29/04/2020 07:44:09,bac,1,['46A']
808,808,North Circular Road,An Cuarbhóthar Tdh,North Circular Road,,53.35399194,-6.295331944,29/04/2020 07:44:09,bac,1,['46A']
809,809,North Circular Road,An Cuarbhóthar Tdh,North Circular Road,,53.35525389,-6.293358889,29/04/2020 07:44:09,bac,1,['46A']
810,810,North Circular Road,An Cuarbhóthar Tdh,North Circular Road,,53.35709694,-6.289978056,29/04/2020 07:44:09,bac,1,['46A']
811,811,North Circular Road,An Cuarbhóthar Tdh,North Circular Road,,53.35766389,-6.287276944,29/04/2020 07:44:09,bac,1,['46A']
812,812,North Circular Road,An Cuarbhóthar Tdh,North Circular Road,,53.35825806,-6.284218056,29/04/2020 07:44:09,bac,1,['46A']
813,813,North Circular Road,An Cuarbhóthar Tdh,North Circular Road,,53.35918611,-6.280953889,29/04/2020 07:44:09,bac,1,['46A']
814,814,North Circular Road,An Cuarbhóthar Tdh,North Circular Road,,53.36053389,-6.276088056,29/04/2020 07:44:09,bac,1,['46A']
817,817,Berkeley Road,Bóthar Berkeley,Berkeley Road,,53.35963694,-6.269603056,29/04/2020 07:44:09,bac,1,"['46A', '38A', '38', '38D', '38B', '120']"
818,818,Berkeley Road,Bóthar Berkeley,Berkeley Road,,53.35845889,-6.269271111,29/04/2020 07:44:09,bac,1,"['120', '38B', '38D', '38', '38A', '46A']"
819,819,Blessington Street,Sráid Bhaile Coimín,Blessington Street,,53.35629806,-6.265978056,29/04/2020 07:44:09,bac,1,"['46A', '4', '40', '38A', '38', '38D', '38B', '120', '140', '155', '9']"
820,820,Carnlough Road,Bóthar Charnlaigh,Carnlough Road,,53.36196111,-6.293503056,29/04/2020 07:44:09,bac,1,['122']
821,821,Carnlough Road,Bóthar Charnlaigh,Carnlough Road,,53.36454111,-6.293836111,29/04/2020 07:44:09,bac,1,['122']
822,822,Carnlough Road,Bóthar Charnlaigh,Carnlough Road,,53.36711806,-6.291813056,29/04/2020 07:44:09,bac,1,['120']
823,823,Carnlough Road,Bóthar Charnlaigh,Carnlough Road,,53.36822889,-6.291171111,29/04/2020 07:44:09,bac,1,['120']
824,824,Carnlough Road,Bóthar Charnlaigh,Carnlough Road,,53.36974,-6.293241944,29/04/2020 07:44:09,bac,1,['120']
825,825,Carnlough Road,Bóthar Charnlaigh,Carnlough Road,,53.37042306,-6.296913889,29/04/2020 07:44:09,bac,1,['120']
826,826,Carnlough Road,Bóthar Charnlaigh,Carnlough Road,,53.37121,-6.301155,29/04/2020 07:44:09,bac,1,"['120', '40E']"
827,827,Carnlough Road,Bóthar Charnlaigh,Carnlough Road,,53.37129889,-6.303571111,29/04/2020 07:44:09,bac,1,"['40E', '120']"
828,828,Carnlough Road,Bóthar Charnlaigh,Carnlough Road,,53.37103889,-6.299733056,29/04/2020 07:44:09,bac,1,['120']
829,829,Carnlough Road,Bóthar Charnlaigh,Carnlough Road,,53.37038611,-6.295898056,29/04/2020 07:44:09,bac,1,['120']
830,830,Carnlough Road,Bóthar Charnlaigh,Carnlough Road,,53.36961806,-6.292151944,29/04/2020 07:44:09,bac,1,['120']
831,831,Carnlough Road,Bóthar Charnlaigh,Carnlough Road,,53.36765389,-6.291318889,29/04/2020 07:44:09,bac,1,['120']
832,832,Carnlough Road,Bóthar Charnlaigh,Carnlough Road,,53.36366194,-6.294086944,29/04/2020 07:44:09,bac,1,['122']
833,833,Carnlough Road,Bóthar Charnlaigh,Carnlough Road,,53.36177194,-6.293301944,29/04/2020 07:44:09,bac,1,['122']
834,834,Whitworth Road,Bóthar Whitworth,Whitworth Road,,53.36195306,-6.260435,29/04/2020 07:44:09,bac,1,"['40D', '40', '40B']"
835,835,Whitworth Road,Bóthar Whitworth,Whitworth Road,,53.36260389,-6.263196111,29/04/2020 07:44:09,bac,1,"['40B', '40', '40D']"
836,836,Whitworth Road,Bóthar Whitworth,Whitworth Road,,53.363325,-6.26633,29/04/2020 07:44:09,bac,1,"['40D', '40', '40B']"
837,837,Whitworth Road,Bóthar Whitworth,Whitworth Road,,53.36377306,-6.268248056,29/04/2020 07:44:09,bac,1,"['40B', '40', '40D']"
838,838,Whitworth Road,Bóthar Whitworth,Whitworth Road,,53.36431,-6.270188056,29/04/2020 07:44:09,bac,1,"['40D', '40', '40B']"
839,839,Whitworth Road,Bóthar Whitworth,Whitworth Road,,53.36373611,-6.267748889,29/04/2020 07:44:09,bac,1,"['40B', '40', '40D']"
840,840,Whitworth Road,Bóthar Whitworth,Whitworth Road,,53.36318611,-6.265398889,29/04/2020 07:44:09,bac,1,"['40D', '40', '40B']"
841,841,Whitworth Road,Bóthar Whitworth,Whitworth Road,,53.36211389,-6.260603889,29/04/2020 07:44:09,bac,1,"['40B', '40', '40D']"
842,842,St. Stephen's Green,Faiche Stiabhna,St. Stephen's Green,,53.33724,-6.256318889,29/04/2020 07:44:09,bac,1,"['41X', '46A', '7B', '7D', '11', '155', '145', '32X']"
843,843,St. Stephen's Green,Faiche Stiabhna,St. Stephen's Green,,53.33705306,-6.256463056,29/04/2020 07:44:09,bac,1,"['37', '142', '44', '61']"
844,844,St. Stephen's Green,Faiche Stiabhna,St. Stephen's Green,,53.33764194,-6.25599,29/04/2020 07:44:09,bac,1,['84X']
845,845,Leeson Street,Sráid Líosain,Leeson Street,,53.33545694,-6.256231111,29/04/2020 07:44:09,bac,1,"['46A', '41X', '7D', '7B', '11', '145', '155', '37']"
846,846,Leeson Street,Sráid Líosain,Leeson Street,,53.33345694,-6.254086111,29/04/2020 07:44:09,bac,1,"['37', '32X', '155', '145', '11', '7B', '7D', '41X', '46A', '84X']"
847,847,Leeson Street,Sráid Líosain,Leeson Street,,53.33157389,-6.252245,29/04/2020 07:44:09,bac,1,"['46A', '41X', '7D', '7B', '11', '145', '155']"
848,848,Sussex Road,Bóthar Sussex,Sussex Road,,53.32976194,-6.249026111,29/04/2020 07:44:09,bac,1,"['155', '145', '11', '116', '32X', '7B', '7D', '41X', '46A', '84X']"
849,849,Appian Way,Bealach Aipiach,Appian Way,,53.32789833,-6.247926944,29/04/2020 07:44:09,bac,1,['11']
850,850,Chelmsford Road,Bóthar Chelmsford,Chelmsford Road,,53.32608583,-6.251199167,29/04/2020 07:44:09,bac,1,['11']
851,851,Chelmsford Road,Bóthar Chelmsford,Chelmsford Road,,53.32509972,-6.253221111,29/04/2020 07:44:09,bac,1,['11']
852,852,Ranelagh Village,Raghnallach,Ranelagh Village,,53.32442,-6.252836111,29/04/2020 07:44:09,bac,1,"['11', '61', '44']"
853,853,Sandford Road,Bóthar Sandford,Sandford Road,,53.32259,-6.248348889,29/04/2020 07:44:09,bac,1,"['44', '61', '11']"
854,854,Sandford Road,Bóthar Sandford,Sandford Road,,53.32162694,-6.246551944,29/04/2020 07:44:09,bac,1,"['11', '61', '44']"
855,855,Sandford Road,Bóthar Sandford,Sandford Road,,53.31929611,-6.242795,29/04/2020 07:44:09,bac,1,"['44', '61', '11']"
856,856,Clonskeagh Rd,Br Chluain Sceach,Clonskeagh Rd,,53.31764611,-6.240803889,29/04/2020 07:44:09,bac,1,['11']
857,857,Clonskeagh Rd,Br Chluain Sceach,Clonskeagh Rd,,53.31655806,-6.238366944,29/04/2020 07:44:09,bac,1,['11']
858,858,Clonskeagh Rd,Br Chluain Sceach,Clonskeagh Rd,,53.31408806,-6.238286111,29/04/2020 07:44:09,bac,1,['11']
859,859,Clonskeagh Rd,Br Chluain Sceach,Clonskeagh Rd,,53.311835,-6.238463056,29/04/2020 07:44:09,bac,1,['11']
860,860,Clonskeagh Rd,Br Chluain Sceach,Clonskeagh Rd,,53.30818389,-6.236906111,29/04/2020 07:44:09,bac,1,['11']
861,861,Roebuck Road,Bóthar Reabóige,Roebuck Road,,53.30517056,-6.235953056,29/04/2020 07:44:09,bac,1,['11']
862,862,Roebuck Road,Bóthar Reabóige,Roebuck Road,,53.30360806,-6.234231944,29/04/2020 07:44:09,bac,1,['11']
875,875,Roebuck Road,Bóthar Reabóige,Roebuck Road,,53.30447306,-6.235591667,29/04/2020 07:44:09,bac,1,['11']
876,876,Bird Avenue,Ascaill na nÉan,Bird Avenue,,53.30522333,-6.237091389,29/04/2020 07:44:09,bac,1,"['11', '142']"
877,877,UCD,UCD,UCD,,53.30820194,-6.230046944,29/04/2020 07:44:09,bac,1,['142']
878,878,Clonskeagh Rd,Br Chluain Sceach,Clonskeagh Rd,,53.30815111,-6.237078056,29/04/2020 07:44:09,bac,1,['11']
879,879,Clonskeagh Rd,Br Chluain Sceach,Clonskeagh Rd,,53.30955611,-6.237881111,29/04/2020 07:44:09,bac,1,['11']
880,880,Clonskeagh Rd,Br Chluain Sceach,Clonskeagh Rd,,53.31231306,-6.238823056,29/04/2020 07:44:09,bac,1,['11']
881,881,Clonskeagh Rd,Br Chluain Sceach,Clonskeagh Rd,,53.31455611,-6.238403889,29/04/2020 07:44:09,bac,1,['11']
882,882,Clonskeagh Rd,Br Chluain Sceach,Clonskeagh Rd,,53.31671806,-6.239143889,29/04/2020 07:44:09,bac,1,['11']
883,883,Clonskeagh Rd,Br Chluain Sceach,Clonskeagh Rd,,53.31768194,-6.241021111,29/04/2020 07:44:09,bac,1,['11']
884,884,Sandford Road,Bóthar Sandford,Sandford Road,,53.320015,-6.244288056,29/04/2020 07:44:09,bac,1,"['11', '61', '44']"
885,885,Sandford Road,Bóthar Sandford,Sandford Road,,53.32125389,-6.246268889,29/04/2020 07:44:09,bac,1,"['44', '61', '11']"
886,886,Sandford Road,Bóthar Sandford,Sandford Road,,53.32263389,-6.248653889,29/04/2020 07:44:09,bac,1,"['11', '61', '44']"
887,887,Ranelagh,Raghnallach,Ranelagh,,53.32418111,-6.252446944,29/04/2020 07:44:09,bac,1,"['44', '61', '11']"
893,893,Cowper Road,Bóthar Choltraí,Cowper Road,,53.31606389,-6.259136944,29/04/2020 07:44:09,bac,1,['140']
894,894,Cowper Road,Bóthar Choltraí,Cowper Road,,53.31518611,-6.264168056,29/04/2020 07:44:09,bac,1,['140']
895,895,Rathmines Road,Bóthar Ráth Maonais,Rathmines Road,,53.31393194,-6.263991944,29/04/2020 07:44:09,bac,1,"['140', '142']"
896,896,Palmerston Park,Páirc Bhaile Phámar,Palmerston Park,,53.31336611,-6.261328056,29/04/2020 07:44:09,bac,1,['140']
897,897,Palmerston Rd,Br Bhaile Phámar,Palmerston Rd,,53.31429111,-6.258366111,29/04/2020 07:44:09,bac,1,['140']
903,903,Chelmsford Road,Bóthar Chelmsford,Chelmsford Road,,53.32558333,-6.252495556,29/04/2020 07:44:09,bac,1,['11']
904,904,Appian Way,Bealach Aipiach,Appian Way,,53.3274175,-6.2488475,29/04/2020 07:44:09,bac,1,['11']
905,905,Yellow Walls Rd,Br na mBallaí Buí,Yellow Walls Rd,,53.45156167,-6.170369722,29/04/2020 07:44:09,bac,1,"['142', '32X', '42']"
906,906,Leeson Street,Sr Líosain Uacht,Leeson Street,,53.328815,-6.247601944,29/04/2020 07:44:09,bac,1,"['84X', '41X', '46A', '46E', '7D', '7B', '32X', '11', '116', '118', '145', '155']"
907,907,Leeson Street,Sr Líosain Uacht,Leeson Street,,53.32972694,-6.25072,29/04/2020 07:44:09,bac,1,"['155', '145', '118', '116', '11', '7B', '7D', '46E', '46A']"
908,908,Leeson Street,Sr Líosain Uacht,Leeson Street,,53.33115889,-6.252351111,29/04/2020 07:44:09,bac,1,"['46A', '46E', '7D', '7B', '11', '116', '118', '145', '155']"
909,909,Leeson Street,Sr Líosain Íocht,Leeson Street,,53.333165,-6.254066944,29/04/2020 07:44:09,bac,1,"['155', '145', '118', '116', '11', '32X', '7B', '7D', '46E', '46A', '41X', '84X']"
910,910,Baldoyle Road,Bóthar Bhaile Dúill,Baldoyle Road,,53.38900889,-6.124285,29/04/2020 07:44:09,bac,1,['32']
911,911,Baldoyle Road,Bóthar Bhaile Dúill,Baldoyle Road,,53.39103611,-6.124466111,29/04/2020 07:44:09,bac,1,['32']
912,912,Warrenhouse,Teach an Choinicéir,Warrenhouse,,53.393485,-6.125383889,29/04/2020 07:44:09,bac,1,['32']
913,913,Baldoyle,Baile Dúill,Baldoyle,,53.39685472,-6.126566111,29/04/2020 07:44:09,bac,1,['32']
914,914,Baldoyle,Baile Dúill,Baldoyle,,53.39875694,-6.127505,29/04/2020 07:44:09,bac,1,"['32', '32X']"
915,915,Willie Nolan Rd,Br Liam Uí Nualláin,Willie Nolan Rd,,53.39844694,-6.129376944,29/04/2020 07:44:09,bac,1,['29A']
916,916,Willie Nolan Rd,Br Liam Uí Nualláin,Willie Nolan Rd,,53.39781806,-6.131406944,29/04/2020 07:44:09,bac,1,['29A']
917,917,Willie Nolan Rd,Br Liam Uí Nualláin,Willie Nolan Rd,,53.39721389,-6.13332,29/04/2020 07:44:09,bac,1,['29A']
918,918,Grange Road,Bóthar na Gráinsí,Grange Road,,53.39721889,-6.136221111,29/04/2020 07:44:09,bac,1,['29A']
919,919,Grange Road,Bóthar na Gráinsí,Grange Road,,53.39667194,-6.139123056,29/04/2020 07:44:09,bac,1,['29A']
924,924,Grange Road,Bóthar na Gráinsí,Grange Road,,53.39734806,-6.136418889,29/04/2020 07:44:09,bac,1,['29A']
925,925,Willie Nolan Rd,Br Liam Uí Nualláin,Willie Nolan Rd,,53.39729389,-6.133356944,29/04/2020 07:44:09,bac,1,['29A']
927,927,Willie Nolan Rd,Br Liam Uí Nualláin,Willie Nolan Rd,,53.39890111,-6.128123889,29/04/2020 07:44:09,bac,1,['29A']
928,928,Baldoyle,Baile Dúill,Baldoyle,,53.39780167,-6.12678,29/04/2020 07:44:09,bac,1,"['32X', '32']"
929,929,Warrenhouse Rd,Br Theach an Choini,Warrenhouse Rd,,53.396175,-6.126131944,29/04/2020 07:44:09,bac,1,['32']
930,930,Warrenhouse Rd,Br Theach an Choini,Warrenhouse Rd,,53.393055,-6.125013056,29/04/2020 07:44:09,bac,1,['32']
931,931,Baldoyle Road,Bóthar Bhaile Dúill,Baldoyle Road,,53.39088111,-6.12423,29/04/2020 07:44:09,bac,1,['32']
938,938,Coast Road,Bóthar an Chósta,Coast Road,,53.40154306,-6.130360556,29/04/2020 07:44:09,bac,1,"['32', '32X', '29A']"
940,940,Coast Road,Bóthar an Chósta,Coast Road,,53.406555,-6.134728611,29/04/2020 07:44:09,bac,1,['32']
941,941,Coast Road,Bóthar an Chósta,Coast Road,,53.41007611,-6.136891111,29/04/2020 07:44:09,bac,1,"['32', '32X']"
942,942,Coast Road,Bóthar an Chósta,Coast Road,,53.41503806,-6.138645,29/04/2020 07:44:09,bac,1,"['32X', '32']"
943,943,Strand Road,Bóthar na Trá,Strand Road,,53.41824778,-6.142175833,29/04/2020 07:44:09,bac,1,"['32', '32X']"
944,944,Coast Road,Bóthar an Chósta,Coast Road,,53.41724194,-6.142234722,29/04/2020 07:44:09,bac,1,"['32X', '32']"
945,945,Coast Road,Bóthar an Chósta,Coast Road,,53.41530944,-6.138768333,29/04/2020 07:44:09,bac,1,"['32', '32X']"
946,946,Firhouse Rd,Br Theach na Giúise,Firhouse Rd,,53.29324639,-6.310040833,29/04/2020 07:44:09,bac,1,"['15', '49']"
947,947,Coast Road,Bóthar an Chósta,Coast Road,,53.40918639,-6.136328056,29/04/2020 07:44:09,bac,1,"['32X', '32']"
948,948,Coast Road,Bóthar an Chósta,Coast Road,,53.40614333,-6.134280278,29/04/2020 07:44:09,bac,1,"['32', '32X']"
949,949,Coast Road,Bóthar an Chósta,Coast Road,,53.40317167,-6.131612778,29/04/2020 07:44:09,bac,1,"['32X', '32']"
950,950,Baldoyle Vlg,SrBhl Bhaile Dúill,Baldoyle Vlg,,53.39963806,-6.128026111,29/04/2020 07:44:09,bac,1,['29A']
956,956,Kilbarrack Pde,Prd Chill Bharróg,Kilbarrack Pde,,53.38983167,-6.152901111,29/04/2020 07:44:09,bac,1,['27A']
957,957,Kilbarrack Rd,Br Chill Bharróg,Kilbarrack Rd,,53.39032111,-6.157811667,29/04/2020 07:44:09,bac,1,['27A']
958,958,Kilbarrack Road,Br Chill Bharróg,Kilbarrack Road,,53.39091667,-6.163785278,29/04/2020 07:44:09,bac,1,['27A']
959,959,Kilbarrack Road,Br Chill Bharróg,Kilbarrack Road,,53.39101833,-6.166908333,29/04/2020 07:44:09,bac,1,['27A']
960,960,Tonlegee Rd,Br Thóin le Gaoith,Tonlegee Rd,,53.3911575,-6.171879444,29/04/2020 07:44:09,bac,1,['27A']
961,961,Tonlegee Rd,Br Thóin le Gaoith,Tonlegee Rd,,53.39105694,-6.176454444,29/04/2020 07:44:09,bac,1,['27A']
962,962,Tonlegee Rd,Br Thóin le Gaoith,Tonlegee Rd,,53.390795,-6.182856111,29/04/2020 07:44:09,bac,1,['27A']
972,972,Oscar Traynor Rd,Br Oscair Mhic Thré,Oscar Traynor Rd,,53.39699611,-6.234923889,29/04/2020 07:44:09,bac,1,['27B']
980,980,Mellowes Rd,Br Uí Mhaoilíosa,Mellowes Rd,,53.38980444,-6.303030556,29/04/2020 07:44:09,bac,1,"['40D', '40B']"
981,981,Mellowes Rd,Br Uí Mhaoilíosa,Mellowes Rd,,53.38978083,-6.307060833,29/04/2020 07:44:09,bac,1,"['40B', '40D']"
983,983,Mellowes Rd,Br Uí Mhaoilíosa,Mellowes Rd,,53.39014167,-6.310955556,29/04/2020 07:44:09,bac,1,"['40D', '40B']"
984,984,Mellowes Rd,Br Uí Mhaoilíosa,Mellowes Rd,,53.38991139,-6.306755,29/04/2020 07:44:09,bac,1,"['40B', '40D']"
985,985,Mellowes Rd,Br Uí Mhaoilíosa,Mellowes Rd,,53.38992472,-6.303897778,29/04/2020 07:44:09,bac,1,"['40D', '40B']"
987,987,Finglas Village,Fionnghlas,Finglas Village,,53.39022,-6.299375278,29/04/2020 07:44:09,bac,1,['40']
992,992,Coolock Lane,Lána na Cúlóige,Coolock Lane,,53.39815833,-6.241206944,29/04/2020 07:44:09,bac,1,['27B']
993,993,Oscar Traynor Rd,Br Oscair Mhic Thré,Oscar Traynor Rd,,53.3977025,-6.229225278,29/04/2020 07:44:09,bac,1,['27B']
1005,1005,Tonlegee Rd,Br Thóin le Gaoith,Tonlegee Rd,,53.3909513889,-6.1819172222,08/06/2020 10:29:55,bac,1,['27A']
1013,1013,Earlsfort Tce,Ardn Phort an Iarla,Earlsfort Tce,,53.33548,-6.2575369444,08/06/2020 10:29:55,bac,1,"['142', '44', '61']"
1015,1015,Adelaide Road,Bóthar Adelaide,Adelaide Road,,53.3327280556,-6.2599411111,08/06/2020 10:29:55,bac,1,"['61', '44', '142']"
1016,1016,Richmond Street,Sráid Richmond,Richmond Street,,53.33113,-6.2644130556,08/06/2020 10:29:55,bac,1,"['142', '140', '14', '15A', '15', '15D', '15B', '65', '65B', '83', '83A']"
1017,1017,Rathmines Road,Bóthar Ráth Maonais,Rathmines Road,,53.3293661111,-6.2643161111,08/06/2020 10:29:55,bac,1,"['83A', '83', '65B', '65', '15B', '15D', '15', '15A', '14', '140', '142']"
1018,1018,Rathmines Road,Bóthar Ráth Maonais,Rathmines Road,,53.3275669444,-6.26464,08/06/2020 10:29:55,bac,1,"['142', '140', '14', '15A', '15', '15D', '15B', '65', '65B', '83', '83A']"
1019,1019,Rathmines Road,Bóthar Ráth Maonais,Rathmines Road,,53.3264630556,-6.26484,08/06/2020 10:29:55,bac,1,"['83A', '83', '65B', '65', '15B', '15D', '15', '15A', '14', '140', '142']"
1020,1020,Rathmines Road,Bóthar Ráth Maonais,Rathmines Road,,53.3250769444,-6.2651130556,08/06/2020 10:29:55,bac,1,"['142', '140', '14', '15A', '15', '15D', '15B', '65', '65B', '83', '83A']"
1021,1021,Rathmines Road,Bóthar Ráth Maonais,Rathmines Road,,53.32137,-6.2656369444,08/06/2020 10:29:55,bac,1,"['140', '142']"
