stopid,displaystopid,shortname,shortnamelocalized,fullname,fullnamelocalized,latitude,longitude,lastupdated,operator,op_type,routes
2,2,Parnell Square,Cearnóg Parnell,Parnell Square,,53.3522411111,-6.263695,08/06/2020 10:29:55,bac,1,"['38', '38A', '38D', '38B', '46A', '46E']"
3,3,Parnell Square,Cearnóg Parnell,Parnell Square,,53.3523069444,-6.2637830556,08/06/2020 10:29:55,bac,1,"['120', '122']"
4,4,Parnell Square,Cearnóg Parnell,Parnell Square,,53.3525669444,-6.2641661111,05/05/2020 09:26:05,bac,1,"['7', '7A', '7B', '7D', '9']"
6,6,Parnell Square,Cearnóg Parnell,Parnell Square,,53.35274389,-6.264443056,29/04/2020 07:44:08,bac,1,"['4', '155']"
7,7,Parnell Square,Cearnóg Parnell,Parnell Square,,53.35283611,-6.264561944,29/04/2020 07:44:09,bac,1,"['13', '140', '40', '40B', '40D']"
8,8,Parnell Square,Cearnóg Parnell,Parnell Square,,53.35328111,-6.265155,29/04/2020 07:44:09,bac,1,['16']
10,10,Parnell Square,Cearnóg Parnell,Parnell Square,,53.3533869444,-6.2653838889,08/06/2020 10:29:55,bac,1,"['16', '16C', '11', '1', '44']"
11,11,Dorset St,Sráid Dorset,Dorset St,,53.3570938889,-6.2643669444,08/06/2020 10:29:55,bac,1,"['40B', '40D', '40', '13']"
12,12,Dorset St,Sráid Dorset,Dorset St,,53.3567888889,-6.2646230556,08/06/2020 10:29:55,bac,1,"['11', '1', '122', '16', '44']"
14,14,Dorset St,Sráid Dorset,Dorset St,,53.3585369444,-6.2627238889,08/06/2020 10:29:55,bac,1,"['44', '40B', '40D', '40', '16', '122', '13', '1', '11']"
15,15,Dorset St,Sráid Dorset,Dorset St,,53.3602511111,-6.2609730556,08/06/2020 10:29:55,bac,1,"['11', '1', '13', '16', '33E', '33', '40', '40D', '40B', '41', '41B', '44', '41C', '41D']"
16,16,Nephin Road,Bóthar Néifinne,Nephin Road,,53.3664188889,-6.305635,08/06/2020 10:29:55,bac,1,['122']
17,17,Drumcondra Rd,Br Dhroim Conrach,Drumcondra Rd,,53.3630669444,-6.2583980556,08/06/2020 10:29:55,bac,1,"['13', '1', '11', '16', '33E', '33', '41C', '41D', '44', '41B', '41']"
18,18,Drumcondra Rd,Br Dhroim Conrach,Drumcondra Rd,,53.3658488889,-6.2559311111,08/06/2020 10:29:55,bac,1,"['41', '41B', '44', '41D', '41C', '33', '33E', '16', '11', '1', '13']"
19,19,Drumcondra Rd,Br Dhroim Conrach,Drumcondra Rd,,53.3671380556,-6.2554930556,08/06/2020 10:29:55,bac,1,"['13', '1', '11', '16', '33E', '33', '41C', '41D', '44', '41B', '41']"
21,21,Drumcondra Rd,Br Dhroim Conrach,Drumcondra Rd,,53.3700919444,-6.2542911111,08/06/2020 10:29:55,bac,1,"['41B', '41', '44', '41D', '41C', '33E', '33', '16', '11', '1', '13']"
22,22,Home Farm Road,Bóthar na Buaile,Home Farm Road,,53.3735669444,-6.2528480556,08/06/2020 10:29:55,bac,1,['11']
23,23,Home Farm Road,Bóthar na Buaile,Home Farm Road,,53.3742880556,-6.25627,08/06/2020 10:29:55,bac,1,['11']
24,24,Home Farm Road,Bóthar na Buaile,Home Farm Road,,53.3751530556,-6.2603261111,08/06/2020 10:29:55,bac,1,['11']
25,25,Home Farm Road,Bóthar na Buaile,Home Farm Road,,53.3759030556,-6.2636111111,08/06/2020 10:29:55,bac,1,['11']
27,27,Ballymun Road,Bóthar Bhaile Munna,Ballymun Road,,53.3794380556,-6.266575,08/06/2020 10:29:55,bac,1,"['11', '13', '155', '4', '9']"
28,28,Ballymun Road,Bóthar Bhaile Munna,Ballymun Road,,53.381575,-6.2659888889,08/06/2020 10:29:55,bac,1,"['9', '4', '155', '13', '11']"
29,29,Ballymun Road,Bóthar Bhaile Munna,Ballymun Road,,53.3834838889,-6.2656630556,08/06/2020 10:29:55,bac,1,"['11', '13', '155', '4', '9']"
30,30,Ventry Park,Páirc Fhionntrá,Ventry Park,,53.3703211111,-6.3045780556,08/06/2020 10:29:55,bac,1,"['120', '40E']"
31,31,St. Pappin's Road,Bóthar Phapáin,St. Pappin's Road,,53.38607,-6.268805,08/06/2020 10:29:55,bac,1,['11']
32,32,St. Pappin's Road,Bóthar Phapáin,St. Pappin's Road,,53.3861930556,-6.27137,08/06/2020 10:29:55,bac,1,['11']
33,33,Glasnevin Drive,Céide Ghlas Naí­on,Glasnevin Drive,,53.3887530556,-6.2717511111,05/05/2020 09:26:05,bac,1,['11']
35,35,St. Pappin's Road,Bóthar Phapáin,St. Pappin's Road,,53.3862080556,-6.2709080556,05/05/2020 09:26:05,bac,1,['11']
36,36,St. Pappin's Road,Bóthar Phapáin,St. Pappin's Road,,53.3861230556,-6.2678719444,05/05/2020 09:26:05,bac,1,['11']
37,37,Ballymun Road,Bóthar Bhaile Munna,Ballymun Road,,53.3853469444,-6.2648788889,05/05/2020 09:26:05,bac,1,"['11', '13', '155', '4', '9']"
38,38,Ballymun Road,Bóthar Bhaile Munna,Ballymun Road,,53.3822388889,-6.2655,05/05/2020 09:26:05,bac,1,"['9', '4', '155', '13', '11']"
39,39,Ballymun Road,Bóthar Bhaile Munna,Ballymun Road,,53.3804161111,-6.2656488889,05/05/2020 09:26:05,bac,1,"['11', '13', '155', '4', '9']"
40,40,Mobhi Road,Bóthar Mobhí­,Mobhi Road,,53.3766619444,-6.2646630556,05/05/2020 09:26:05,bac,1,"['9', '4', '155', '11']"
41,41,Home Farm Road,Bóthar na Buaile,Home Farm Road,,53.3755561111,-6.26184,05/05/2020 09:26:05,bac,1,['11']
42,42,Home Farm Road,Bóthar na Buaile,Home Farm Road,,53.3746538889,-6.2574388889,05/05/2020 09:26:05,bac,1,['11']
43,43,Home Farm Road,Bóthar na Buaile,Home Farm Road,,53.3738611111,-6.2538730556,05/05/2020 09:26:05,bac,1,['11']
44,44,Drumcondra Rd,Br Dhroim Conrach,Drumcondra Rd,,53.3730161111,-6.25211,05/05/2020 09:26:05,bac,1,"['11', '1', '13', '16C', '16', '16D', '33', '41B', '41', '41C', '41D', '44']"
45,45,Drumcondra Rd,Br Dhroim Conrach,Drumcondra Rd,,53.3698811111,-6.2541330556,05/05/2020 09:26:05,bac,1,"['41C', '41D', '41', '41B', '44', '33', '16D', '16C', '16', '13', '11', '1']"
46,46,Drumcondra Rd,Br Dhroim Conrach,Drumcondra Rd,,53.3671469444,-6.2553588889,05/05/2020 09:26:05,bac,1,"['1', '11', '13', '16', '16C', '16D', '33', '44', '41B', '41', '41D', '41C']"
47,47,Drumcondra Rd,Br Dhroim Conrach,Drumcondra Rd,,53.3639088889,-6.2572761111,05/05/2020 09:26:05,bac,1,"['41C', '41D', '41', '41B', '44', '33', '16D', '16C', '16', '13', '11', '1']"
48,48,Drumcondra Rd,Br Dhroim Conrach,Drumcondra Rd,,53.3623219444,-6.2587638889,05/05/2020 09:26:05,bac,1,"['1', '11', '13', '16', '16C', '16D', '33', '44', '41B', '41', '41D', '41C']"
49,49,Dorset St,Sráid Dorset,Dorset St,,53.359955,-6.260865,29/04/2020 07:44:08,bac,1,"['41D', '41C', '40', '41', '41B', '40D', '40B', '44', '33', '16D', '16C', '16', '13', '11', '1']"
51,51,Dorset St,Sráid Dorset,Dorset St,,53.35781611,-6.263266111,29/04/2020 07:44:08,bac,1,"['1', '11', '122', '13', '16', '16C', '16D', '33', '40B', '40', '40D', '41B', '41', '41C', '41D', '44']"
52,52,Dorset St,Sráid Dorset,Dorset St,,53.356645,-6.264533889,29/04/2020 07:44:08,bac,1,"['44', '41D', '41C', '41', '41B', '40D', '40', '40B', '33', '16D', '16', '16C', '13', '122', '11', '1']"
53,53,North Circular Road,An Cuarbhóthar Tdh,North Circular Road,,53.35998611,-6.26282,29/04/2020 07:44:08,bac,1,['122']
54,54,North Circular Road,An Cuarbhóthar Tdh,North Circular Road,,53.36014889,-6.265556944,29/04/2020 07:44:08,bac,1,['122']
55,55,North Circular Road,An Cuarbhóthar Tdh,North Circular Road,,53.36041,-6.268455,29/04/2020 07:44:08,bac,1,['122']
56,56,Cabra Road,Bóthar na Cabraí,Cabra Road,,53.36075889,-6.27645,29/04/2020 07:44:08,bac,1,"['122', '120']"
57,57,Cabra Road,Bóthar na Cabraí,Cabra Road,,53.36076694,-6.276603889,29/04/2020 07:44:08,bac,1,"['38', '38D', '38B', '38A']"
58,58,Cabra Road,Bóthar na Cabraí,Cabra Road,,53.36093694,-6.281186111,29/04/2020 07:44:08,bac,1,"['38A', '38B', '38D', '38', '120', '122']"
59,59,Cabra Road,Bóthar na Cabraí,Cabra Road,,53.36107611,-6.28487,29/04/2020 07:44:08,bac,1,"['122', '38', '38D', '38B', '38A']"
60,60,Cabra Road,Bóthar na Cabraí,Cabra Road,,53.361235,-6.289248889,29/04/2020 07:44:08,bac,1,"['38A', '38B', '38D', '38', '122']"
63,63,Faussagh Avenue,Ascaill an Fhásaigh,Faussagh Avenue,,53.36678806,-6.292728889,29/04/2020 07:44:09,bac,1,['122']
64,64,Faussagh Avenue,Ascaill an Fhásaigh,Faussagh Avenue,,53.36708111,-6.295213056,29/04/2020 07:44:09,bac,1,['122']
65,65,Faussagh Avenue,Ascaill an Fhásaigh,Faussagh Avenue,,53.36724611,-6.298033056,29/04/2020 07:44:09,bac,1,['122']
66,66,Faussagh Avenue,Ascaill an Fhásaigh,Faussagh Avenue,,53.367295,-6.300863889,29/04/2020 07:44:09,bac,1,['122']
68,68,Ventry Drive,Céide Fhionntrá,Ventry Drive,,53.36907,-6.304223056,29/04/2020 07:44:09,bac,1,"['120', '40E']"
69,69,Carnlough Road,Bóthar Charnlaigh,Carnlough Road,,53.37138306,-6.30332,29/04/2020 07:44:09,bac,1,"['40E', '120']"
71,71,Ventry Park,Páirc Fhionntrá,Ventry Park,,53.37025111,-6.304416944,29/04/2020 07:44:09,bac,1,"['120', '40E']"
72,72,Ventry Drive,Céide Fhionntrá,Ventry Drive,,53.36896111,-6.304241111,29/04/2020 07:44:09,bac,1,"['40E', '120']"
73,73,Faussagh Avenue,Ascaill an Fhásaigh,Faussagh Avenue,,53.36738694,-6.300705,29/04/2020 07:44:09,bac,1,['122']
74,74,Faussagh Avenue,Ascaill an Fhásaigh,Faussagh Avenue,,53.36716694,-6.295448056,29/04/2020 07:44:09,bac,1,['122']
75,75,Faussagh Avenue,Ascaill an Fhásaigh,Faussagh Avenue,,53.36653694,-6.291296944,29/04/2020 07:44:09,bac,1,['120']
77,77,Cabra Road,Bóthar na Cabraí,Cabra Road,,53.361305,-6.289556111,29/04/2020 07:44:09,bac,1,"['122', '38D', '38B', '38', '38A']"
78,78,Cabra Road,Bóthar na Cabraí,Cabra Road,,53.36113111,-6.283971944,29/04/2020 07:44:09,bac,1,"['38A', '38', '38B', '38D', '122']"
79,79,Cabra Road,Bóthar na Cabraí,Cabra Road,,53.36101389,-6.280786111,29/04/2020 07:44:09,bac,1,"['122', '120', '38B', '38D', '38', '38A']"
80,80,Cabra Road,Bóthar na Cabraí,Cabra Road,,53.36085389,-6.27605,29/04/2020 07:44:09,bac,1,"['38A', '38', '38D', '38B', '120', '122']"
81,81,North Circular Road,An Cuarbhóthar Tdh,North Circular Road,,53.36087194,-6.271958889,29/04/2020 07:44:09,bac,1,['46A']
82,82,North Circular Road,An Cuarbhóthar Tdh,North Circular Road,,53.36078694,-6.271673056,29/04/2020 07:44:09,bac,1,"['122', '120', '38A', '38', '38B', '38D']"
83,83,North Circular Road,An Cuarbhóthar Tdh,North Circular Road,,53.36027389,-6.26554,29/04/2020 07:44:09,bac,1,['122']
84,84,North Circular Road,An Cuarbhóthar Tdh,North Circular Road,,53.360155,-6.263696944,29/04/2020 07:44:09,bac,1,['122']
85,85,Drumcondra Rd,Br Dhroim Conrach,Drumcondra Rd,,53.3739,-6.251858889,29/04/2020 07:44:09,bac,1,"['1', '13', '16', '33E', '33', '41B', '41', '41C', '41D', '44']"
86,86,Griffith Avenue,Ascaill Uí Ghríofa,Griffith Avenue,,53.37605389,-6.251143889,29/04/2020 07:44:09,bac,1,['13']
87,87,Griffith Avenue,Ascaill Uí Ghríofa,Griffith Avenue,,53.376755,-6.25486,29/04/2020 07:44:09,bac,1,['13']
88,88,Griffith Avenue,Ascaill Uí Ghríofa,Griffith Avenue,,53.37729111,-6.257676111,29/04/2020 07:44:09,bac,1,['13']
89,89,Griffith Avenue,Ascaill Uí Ghríofa,Griffith Avenue,,53.37803,-6.261568056,29/04/2020 07:44:09,bac,1,['13']
90,90,Ballymun Road,Bóthar Bhaile Munna,Ballymun Road,,53.38638694,-6.265251944,29/04/2020 07:44:09,bac,1,"['13', '155', '4', '9']"
91,91,Ballymun Road,Bóthar Bhaile Munna,Ballymun Road,,53.38842806,-6.265396944,29/04/2020 07:44:09,bac,1,"['9', '4', '155', '13']"
92,92,Ballymun Road,Bóthar Bhaile Munna,Ballymun Road,,53.38983722,-6.264674167,29/04/2020 07:44:09,bac,1,"['13', '155', '4']"
93,93,Ballymun Road,Bóthar Bhaile Munna,Ballymun Road,,53.39230139,-6.264153056,29/04/2020 07:44:09,bac,1,"['4', '155', '13']"
94,94,Ballymun Road,Bóthar Bhaile Munna,Ballymun Road,,53.39603472,-6.264376944,29/04/2020 07:44:09,bac,1,"['13', '155', '4']"
100,100,Wellington Road,Bóthar Wellington,Wellington Road,,53.30308,-6.3223630556,08/06/2020 10:29:55,bac,1,"['54A', '150']"
102,102,Balbutcher Lane,Lána BhaileBhíúiséir,Balbutcher Lane,,53.3977730556,-6.2677197222,08/06/2020 10:29:55,bac,1,['13']
104,104,Balbutcher Lane,Lána BhaileBhíúiséir,Balbutcher Lane,,53.3997561111,-6.2768130556,08/06/2020 10:29:55,bac,1,['13']
105,105,Balbutcher Lane,Lána BhaileBhíúiséir,Balbutcher Lane,,53.4029363889,-6.2816927778,08/06/2020 10:29:55,bac,1,['13']
107,107,Balbutcher Lane,Lána BhaileBhíúiséir,Balbutcher Lane,,53.4020355556,-6.2796836111,08/06/2020 10:29:55,bac,1,['13']
110,110,Balbutcher Lane,Lána BhaileBhíúiséir,Balbutcher Lane,,53.3979386111,-6.2686002778,08/06/2020 10:29:55,bac,1,['13']
112,112,Ballymun Road,Bóthar Bhaile Munna,Ballymun Road,,53.3961544444,-6.2639511111,08/06/2020 10:29:55,bac,1,"['13', '155', '4']"
113,113,Ballymun Road,Bóthar Bhaile Munna,Ballymun Road,,53.3922680556,-6.2637033333,08/06/2020 10:29:55,bac,1,"['4', '155', '13']"
114,114,Ballymun Road,Bóthar Bhaile Munna,Ballymun Road,,53.3913333333,-6.2637111111,08/06/2020 10:29:55,bac,1,"['13', '155', '4']"
115,115,Ballymun Road,Bóthar Bhaile Munna,Ballymun Road,,53.387935,-6.2650369444,08/06/2020 10:29:55,bac,1,"['9', '4', '155', '13']"
116,116,Griffith Avenue,Ascaill Uí­ Ghrí­ofa,Griffith Avenue,,53.3776930556,-6.2596488889,08/06/2020 10:29:55,bac,1,['13']
117,117,Griffith Avenue,Ascaill Uí­ Ghrí­ofa,Griffith Avenue,,53.3773661111,-6.2575261111,08/06/2020 10:29:55,bac,1,['13']
118,118,Griffith Avenue,Ascaill Uí­ Ghrí­ofa,Griffith Avenue,,53.3766388889,-6.2535680556,08/06/2020 10:29:55,bac,1,['13']
119,119,Drumcondra Rd,Br Dhroim Conrach,Drumcondra Rd,,53.3750811111,-6.2508211111,08/06/2020 10:29:55,bac,1,"['13', '1', '16', '16C', '16D', '33', '44', '41', '41B', '41C', '41D']"
126,126,Ballymun Road,Bóthar Bhaile Munna,Ballymun Road,,53.3990955556,-6.2640869444,08/06/2020 10:29:55,bac,1,"['4', '155']"
127,127,Ballymun Road,Bóthar Bhaile Munna,Ballymun Road,,53.3991075,-6.2636805556,08/06/2020 10:29:55,bac,1,"['155', '4']"
129,129,Glasnevin Avenue,Ascaill Ghlas Naí­on,Glasnevin Avenue,,53.3898902778,-6.2714230556,08/06/2020 10:29:55,bac,1,['9']
130,130,Glasnevin Avenue,Ascaill Ghlas Naí­on,Glasnevin Avenue,,53.3900919444,-6.2741813889,08/06/2020 10:29:55,bac,1,['9']
131,131,Glasnevin Avenue,Ascaill Ghlas Naí­on,Glasnevin Avenue,,53.3903858333,-6.2783491667,08/06/2020 10:29:55,bac,1,['9']
133,133,Grove Park Road,Bóthar Pháirc an Gh,Grove Park Road,,53.3907911111,-6.2862861111,08/06/2020 10:29:55,bac,1,"['83', '83A']"
134,134,Sycamore Rd,Br an tSeiceamair,Sycamore Rd,,53.3930930556,-6.2860611111,08/06/2020 10:29:55,bac,1,"['83A', '83']"
136,136,McKee Road,Bóthar Mhic Aoidh,McKee Road,,53.3943802778,-6.2898566667,08/06/2020 10:29:55,bac,1,['9']
137,137,McKee Road,Bóthar Mhic Aoidh,McKee Road,,53.3923166667,-6.2926308333,08/06/2020 10:29:55,bac,1,['9']
138,138,Ballygall Road West,Bóthar Bhaile Gall,Ballygall Road West,,53.389995,-6.2918066667,08/06/2020 10:29:55,bac,1,"['9', '83A', '83']"
141,141,Glasnevin Avenue,Ascaill Ghlas Naí­on,Glasnevin Avenue,,53.390445,-6.2780911111,08/06/2020 10:29:55,bac,1,['9']
142,142,Glasnevin Avenue,Ascaill Ghlas Naí­on,Glasnevin Avenue,,53.3901983333,-6.2740716667,08/06/2020 10:29:55,bac,1,['9']
143,143,Glasnevin Avenue,Ascaill Ghlas Naí­on,Glasnevin Avenue,,53.3898766667,-6.2692433333,08/06/2020 10:29:55,bac,1,['9']
146,146,Mobhi Road,Bóthar Mobhí­,Mobhi Road,,53.3751619444,-6.2650438889,08/06/2020 10:29:55,bac,1,"['9', '4', '155']"
147,147,Mobhi Road,Bóthar Mobhí­,Mobhi Road,,53.3724811111,-6.2658280556,08/06/2020 10:29:55,bac,1,"['155', '4', '9']"
148,148,Mobhi Road,Bóthar Mobhí­,Mobhi Road,,53.3706611111,-6.2680630556,08/06/2020 10:29:55,bac,1,"['9', '4', '155']"
149,149,Mobhi Road,Bóthar Mobhí­,Mobhi Road,,53.3731380556,-6.2659688889,08/06/2020 10:29:55,bac,1,"['155', '4', '9']"
150,150,Mobhi Road,Bóthar Mobhí­,Mobhi Road,,53.3756569444,-6.26499,08/06/2020 10:29:55,bac,1,"['9', '4', '155']"
151,151,Botanic Rd,Br Gharraithe na Lu,Botanic Rd,,53.3719580556,-6.2692911111,08/06/2020 10:29:55,bac,1,"['83A', '83']"
153,153,Glasnevin Hill,Cnoc Ghlas Naí­on,Glasnevin Hill,,53.3757361111,-6.2700730556,08/06/2020 10:29:55,bac,1,"['83', '83A']"
154,154,Old Finglas Rd,Snbr Fhionnghlaise,Old Finglas Rd,,53.3772630556,-6.2755388889,08/06/2020 10:29:55,bac,1,"['83A', '83']"
155,155,Old Finglas Rd,Snbr Fhionnghlaise,Old Finglas Rd,,53.37787,-6.2795630556,08/06/2020 10:29:55,bac,1,"['83', '83A']"
156,156,Tolka Estate,Eastát na Tulchann,Tolka Estate,,53.3786230556,-6.28166,08/06/2020 10:29:55,bac,1,"['83', '83A']"
157,157,Glasilawn Road,Bóthar Ghlasoileáin,Glasilawn Road,,53.3804130556,-6.281625,08/06/2020 10:29:55,bac,1,['83A']
158,158,Griffith Road,Bóthar Uí­ Ghrí­ofa,Griffith Road,,53.3813480556,-6.2836769444,08/06/2020 10:29:55,bac,1,['83A']
159,159,Griffith Parade,Paráid Uí­ Ghrí­ofa,Griffith Parade,,53.3827819444,-6.2828169444,08/06/2020 10:29:55,bac,1,['83A']
164,164,Beneavin Rd,Br Bhinn Aoibhinn,Beneavin Rd,,53.3884288889,-6.2804688889,08/06/2020 10:29:55,bac,1,['9']
165,165,Beneavin Rd,Br Bhinn Aoibhinn,Beneavin Rd,,53.3890288889,-6.283755,08/06/2020 10:29:55,bac,1,['9']
166,166,Beneavin Rd,Br Bhinn Aoibhinn,Beneavin Rd,,53.389585,-6.2862930556,08/06/2020 10:29:55,bac,1,['9']
167,167,Beneavin Rd,Br Bhinn Aoibhinn,Beneavin Rd,,53.3901861111,-6.2869738889,08/06/2020 10:29:55,bac,1,['9']
168,168,Beneavin Rd,Br Bhinn Aoibhinn,Beneavin Rd,,53.389255,-6.2844138889,08/06/2020 10:29:55,bac,1,['9']
169,169,Beneavin Rd,Br Bhinn Aoibhinn,Beneavin Rd,,53.3884338889,-6.2801,08/06/2020 10:29:55,bac,1,['9']
173,173,Glasnamana Place,Plás Ghlas na Manac,Glasnamana Place,,53.382125,-6.2805338889,08/06/2020 10:29:55,bac,1,['83A']
174,174,Tolka Estate,Eastát Bhóthar na T,Tolka Estate,,53.3806788889,-6.2809388889,08/06/2020 10:29:55,bac,1,['83A']
175,175,Tolka Estate,Eastát na Tulchann,Tolka Estate,,53.3784269444,-6.281555,08/06/2020 10:29:55,bac,1,"['83A', '83']"
176,176,Old Finglas Rd,Snbr Fhionnghlaise,Old Finglas Rd,,53.3780338889,-6.2792819444,08/06/2020 10:29:55,bac,1,"['83', '83A']"
177,177,Ballygall Rd East,Br Bhaile Gall Thoi,Ballygall Rd East,,53.3804688889,-6.2762061111,08/06/2020 10:29:55,bac,1,['83']
178,178,Ballygall Rd East,Br Bhaile Gall Thoi,Ballygall Rd East,,53.381885,-6.2763319444,08/06/2020 10:29:55,bac,1,['83']
179,179,Ballygall Rd East,Br Bhaile Gall Thoi,Ballygall Rd East,,53.3802988889,-6.2759930556,08/06/2020 10:29:55,bac,1,['83']
181,181,Old Finglas Rd,Snbr Fhionnghlaise,Old Finglas Rd,,53.3771480556,-6.27421,08/06/2020 10:29:55,bac,1,"['83', '83A']"
182,182,Glasnevin Hill,Cnoc Ghlas Naí­on,Glasnevin Hill,,53.375645,-6.2698819444,08/06/2020 10:29:55,bac,1,"['83A', '83']"
183,183,Botanic Rd,Br Gharraithe na Lu,Botanic Rd,,53.3723169444,-6.26874,08/06/2020 10:29:55,bac,1,"['83', '83A']"
184,184,Botanic Rd,Br Gharraithe na Lu,Botanic Rd,,53.369695,-6.2689711111,08/06/2020 10:29:55,bac,1,"['83A', '9', '83', '155', '4']"
185,185,Botanic Rd,Br Gharraithe na Lu,Botanic Rd,,53.3680938889,-6.2700188889,08/06/2020 10:29:55,bac,1,"['4', '155', '83', '9', '83A']"
186,186,Prospect Road,Bóthar na Radharc,Prospect Road,,53.36535,-6.2715819444,08/06/2020 10:29:55,bac,1,"['83A', '9', '83', '40B', '40D', '40', '155', '140', '4']"
187,187,Phibsboro Road,Bóthar Bhaile Phib,Phibsboro Road,,53.3627261111,-6.2724369444,08/06/2020 10:29:55,bac,1,"['4', '140', '155', '40', '83', '9', '83A']"
188,188,Phibsboro Road,Bóthar Bhaile Phib,Phibsboro Road,,53.3601138889,-6.2725811111,08/06/2020 10:29:55,bac,1,"['83A', '9', '83', '40', '155', '140', '4']"
189,189,Phibsboro Road,Bóthar Bhaile Phib,Phibsboro Road,,53.3571630556,-6.2734619444,08/06/2020 10:29:55,bac,1,"['4', '140', '155', '40', '83', '9', '83A']"
190,190,Phibsboro Road,Bóthar Bhaile Phib,Phibsboro Road,,53.3551188889,-6.2733661111,08/06/2020 10:29:55,bac,1,"['83A', '9', '83', '40', '155', '140', '4']"
191,191,Western Way,An Bealach Siar,Western Way,,53.35507,-6.26937,08/06/2020 10:29:55,bac,1,"['4', '140', '155', '9']"
192,192,Mountjoy Street,Sráid Mhuinseo,Mountjoy Street,,53.3564388889,-6.2680630556,08/06/2020 10:29:55,bac,1,"['40', '38D', '46A', '120', '38A', '38B', '38']"
193,193,Mckee Road,Bóthar Mhic Aoidh,Mckee Road,,53.3911963889,-6.2941041667,08/06/2020 10:29:55,bac,1,['9']
194,194,Western Way,An Bealach Siar,Western Way,,53.3550388889,-6.26997,08/06/2020 10:29:55,bac,1,"['9', '4', '140', '155']"
195,195,Phibsboro Road,Bóthar Bhaile Phib,Phibsboro Road,,53.355,-6.2735,08/06/2020 10:29:55,bac,1,"['155', '140', '4', '9', '83A', '83']"
196,196,Phibsboro Road,Bóthar Bhaile Phib,Phibsboro Road,,53.3568780556,-6.2737380556,08/06/2020 10:29:55,bac,1,"['83', '83A', '9', '4', '140', '155']"
197,197,Phibsboro Road,Bóthar Bhaole Phib,Phibsboro Road,,53.3589488889,-6.273225,08/06/2020 10:29:55,bac,1,"['155', '140', '4', '9', '83A', '83']"
198,198,Phibsboro Road,Bóthar Bhaile Phib,Phibsboro Road,,53.3616211111,-6.272835,08/06/2020 10:29:55,bac,1,"['83', '83A', '9', '4', '140', '155']"
199,199,Phibsboro Road,Bóthar Bhaile Phib,Phibsboro Road,,53.363615,-6.2722861111,08/06/2020 10:29:55,bac,1,"['155', '140', '4', '9', '83A', '83']"
200,200,Prospect Way,Slí­ na Radharc,Prospect Way,,53.3674188889,-6.2715938889,08/06/2020 10:29:55,bac,1,"['83', '83A', '9', '4', '155']"
201,201,Botanic Rd,Br Gharraithe na Lu,Botanic Rd,,53.36828,-6.2701080556,08/06/2020 10:29:55,bac,1,"['155', '4', '9', '83A', '83']"
202,202,Botanic Rd,Br Gharraithe na Lu,Botanic Rd,,53.3700738889,-6.2688980556,08/06/2020 10:29:55,bac,1,"['83', '83A']"
203,203,Swords Road,Bóthar Shoird,Swords Road,,53.3763961111,-6.24993,08/06/2020 10:29:55,bac,1,"['41B', '41', '41D', '41C', '44', '33E', '33', '16', '1']"
204,204,Swords Road,Bóthar Shoird,Swords Road,,53.3795869444,-6.2466388889,08/06/2020 10:29:55,bac,1,"['1', '16', '33', '33E', '44', '41C', '41D', '41', '41B']"
205,205,Swords Road,Bóthar Shoird,Swords Road,,53.3814111111,-6.2453411111,08/06/2020 10:29:55,bac,1,"['41B', '41', '41D', '41C', '44', '33E', '33', '16', '1']"
206,206,Collins Ave,Asc Uí­ Choileáin,Collins Ave,,53.3835269444,-6.2474638889,08/06/2020 10:29:55,bac,1,['44']
207,207,Larkhill Rd,Br Chnoc na Fuiseoi,Larkhill Rd,,53.3848169444,-6.2498588889,08/06/2020 10:29:55,bac,1,['44']
208,208,Glendun Rd,Br Ghleann Doinne,Glendun Rd,,53.386625,-6.24792,08/06/2020 10:29:55,bac,1,"['44', '16', '16C']"
209,209,Larkhill Rd,Br Chnoc na Fuiseoi,Larkhill Rd,,53.38733,-6.2458661111,08/06/2020 10:29:55,bac,1,"['16C', '16', '44']"
210,210,Larkhill Rd,Br Chnoc na Fuiseoi,Larkhill Rd,,53.3875269444,-6.2483180556,08/06/2020 10:29:55,bac,1,"['44', '16C', '16']"
211,211,Collins Ave,Asc Uí­ Choileáin,Collins Ave,,53.384265,-6.24916,08/06/2020 10:29:55,bac,1,"['16', '16C', '44']"
212,212,Collins Ave,Asc Uí­ Choileáin,Collins Ave,,53.3831788889,-6.2462661111,08/06/2020 10:29:55,bac,1,"['44', '16C', '16']"
213,213,Swords Road,Bóthar Shoird,Swords Road,,53.3814019444,-6.2448880556,08/06/2020 10:29:55,bac,1,"['16', '16C', '16D', '1', '33', '44', '41D', '41C', '41B', '41']"
214,214,Swords Road,Bóthar Shoird,Swords Road,,53.3793088889,-6.2466488889,08/06/2020 10:29:55,bac,1,"['41', '41B', '41C', '41D', '44', '33', '1', '16D', '16C', '16']"
215,215,Collins Ave,Asc Uí­ Choileáin,Collins Ave,,53.3818669444,-6.2424330556,08/06/2020 10:29:55,bac,1,"['16', '16C']"
216,216,Beaumont Road,Bóthar Beaumont,Beaumont Road,,53.3823288889,-6.2381761111,08/06/2020 10:29:55,bac,1,"['16C', '16', '14']"
217,217,Beaumont Road,Bóthar Beaumont,Beaumont Road,,53.3843238889,-6.23678,08/06/2020 10:29:55,bac,1,"['14', '16', '16C']"
